Ticker_no,Ticker,Name,Ticker_s,Price,MKT CAP,1Y Return,1M Return,Momentum Return,Momentum Rank,P/S,P/E,P/FCF,P/B,PS Rank,PE Rank,PFCF Rank,PB Rank,Value Average,Value Rank,Sector,ROA,ROE,Gross margin,GPOA,Gross Profit,Asset,ROA Rank,ROE Rank,GM Rank,GPOA Rank,Profitability Average,Profitability Rank,Name
NYSE:GWW,GWW,grainger,GWW,519.68,26436743153,19.04249227,-3.56831382,23.40%,48,2.04,19.98,83.24,13.92,337,242,62,60,175,331,Distribution Services,19.46562061,64.63504547,37.47449877,66%,4657000000,7049000000,43,37,251,9,85,49,"W.W. Grainger, Inc."
NYSE:MTD,MTD,mettler-toledo-international,MTD,1174.38,26431311544,-18.44016946,0.091195,-18.50%,297,7.22,32.23,49.69,152.43,76,110,138,5,82,452,Health Technology,25.33068985,826.0571958,56.61188187,63%,2108478000,3336430000,19,3,134,14,43,8,"Mettler-Toledo International, Inc."
NASDAQ:FAST,FAST,fastenal,FAST,46.09,26398503311,-17.69642857,-4.59532188,-13.70%,262,4.35,24.39,,8.58,156,182,,99,146,378,Distribution Services,24.23756201,35.01526306,43.94372809,57%,2617300000,4627400000,20,96,207,20,86,50,Fastenal Company
NASDAQ:VRSK,VRSK,verisk-analytics,VRSK,166.99,26210742191,-21.53094309,-9.05674763,-13.70%,261,9.03,25.57,50.46,9.51,52,164,131,89,109,424,Technology Services,13.75595336,41.01539546,53.15741105,21%,1557200000,7508900000,92,72,153,227,136,103,"Verisk Analytics, Inc."
NASDAQ:CPRT,CPRT,copart,CPRT,109.63,26098160568,-26.76197475,-0.93077896,-26.10%,358,7.5,24.05,36.86,5.6,73,190,200,157,155,365,Commercial Services,22.08751346,26.73591014,45.30662074,30%,1586149000,5308864000,32,160,196,143,133,99,"Copart, Inc."
NASDAQ:DDOG,DDOG,datadog,DDOG,82.15,25996220025,-48.47914707,-13.97905759,-40.10%,441,24.74,5244.59,199.01,24.78,8,1,14,35,15,499,Technology Services,0.27663055,0.61503788,78.95199633,30%,793939000,2654487000,438,417,36,142,258,272,"Datadog, Inc."
NYSE:DFS,DFS,discover-financial-services,DFS,94.68,25863861199,-28.13662239,-6.39644093,-23.20%,338,2.17,6.08,6.68,2.17,318,415,407,335,369,61,Finance,3.97898796,33.3246705,,,,1.15E+11,308,107,,,208,204,Discover Financial Services
NYSE:SE,SE,sea-limited,SE,46.18,25756339163,-87.20775623,-18.82580418,-84.20%,499,2.53,,,3.57,287,,,246,267,191,Retail Trade,-18.63545869,-60.47604834,41.09123045,22%,3816965115,17467822418,490,457,222,214,346,406,Sea Limited
NYSE:RBLX,RBLX,roblox,RBLX,42.81,25547530453,-45.17864003,16.77577741,-53.10%,475,13,,100.64,42.65,33,,45,17,32,487,Technology Services,-13.86031221,-103.1762618,23.23868338,9%,427492000,4919420000,482,465,357,380,421,486,Roblox Corporation
NYSE:STT,STT,state-street,STT,69.12,25409850775,-30.39975833,-0.40345821,-30.10%,391,2.07,9.19,,0.94,332,390,,452,391,40,Finance,0.87345442,10.3357124,,,,3.04E+11,424,323,,,374,449,State Street Corporation
NYSE:OKE,OKE,oneok,OKE,56.6,25292400582,-12.65432099,-6.76988964,-6.30%,197,1.43,15.66,130.57,4.08,402,296,27,220,236,245,Industrial Services,6.57550784,26.22765959,14.1945979,12%,3019714000,24526804000,229,165,412,328,284,311,"ONEOK, Inc."
NYSE:ES,ES,eversource-energy,ES,72.59,25148317758,-15.99351927,-18.62107623,3.20%,145,2.5,18.69,,1.69,291,258,,383,311,139,Utilities,2.72806999,9.02425896,26.81175257,6%,2823308000,49916240000,350,340,335,408,358,427,Eversource Energy (D/B/A)
NASDAQ:RPRX,RPRX,royalty-pharma,RPRX,41.02,24833401882,9.97319035,0.07318858,9.90%,109,7.4,38.06,9.54,3.06,74,81,377,272,201,300,Health Technology,2.72187747,7.92784379,,13%,2266467000,17740413000,351,352,,322,342,397,Royalty Pharma plc
NYSE:K,K,kellogg,K,72.24,24569769483,16.42224013,0.02769316,16.40%,75,1.74,16.53,61.38,6.59,365,283,101,134,221,271,Consumer Non-Durables,8.01076716,39.97850618,30.12552301,24%,4492000000,18937000000,195,74,301,195,191,181,Kellogg Company
NYSE:HRL,HRL,hormel-foods,HRL,44.97,24562508170,6.79173593,-3.26952033,10.40%,106,2.16,24.59,94.05,3.49,321,173,53,252,200,302,Consumer Non-Durables,7.8660286,14.16033685,16.67945624,15%,1958097000,13140418000,198,271,399,299,292,321,Hormel Foods Corporation
NYSE:VEEV,VEEV,veeva-systems,VEEV,157.63,24477503147,-50.98569652,-6.77194228,-47.40%,463,13.7,64.49,50.38,8.28,28,33,132,103,74,460,Technology Services,10.54319208,13.42698227,72.00141934,32%,1333031000,4116583000,145,281,68,128,156,125,Veeva Systems Inc.
NYSE:DHI,DHI,dr-horton,DHI,69.75,24236835068,-21.39073594,-3.68682684,-18.40%,294,0.88,4.31,,1.61,455,432,,389,425,12,Consumer Durables,21.96733737,34.92628368,31.39831861,27%,7875000000,28869900000,33,98,290,161,146,117,"D.R. Horton, Inc."
NYSE:AWK,AWK,american-water-works,AWK,132.76,24133970560,-23.8149891,-9.35408985,-16.00%,275,6.02,18.2,,3.23,103,264,,269,212,288,Utilities,5.04211466,18.21879383,39.58660387,6%,1517000000,26574000000,274,232,230,407,286,315,"American Water Works Company, Inc."
NASDAQ:SIRI,SIRI,sirius-xm,SIRI,6.19,24105224864,-0.16129032,2.48344371,-2.60%,173,2.91,19.47,18.83,,258,250,314,,274,178,Consumer Services,11.75539099,,44.46686848,37%,3834000000,10270000000,119,,205,88,137,105,Sirius XM Holdings Inc.
NASDAQ:ZM,ZM,zoom-video-communications,ZM,80.98,24103304735,-70.40637334,4.04728254,-71.60%,493,5.96,24.72,31.67,4.14,104,170,233,215,181,324,Technology Services,13.60496025,18.59820654,72.83564473,38%,3045310000,8047598000,94,230,64,83,118,76,"Zoom Video Communications, Inc."
NYSE:IFF,IFF,international-flavors-and-fragrances,IFF,94.07,23982871975,-35.23134123,-7.81066249,-29.70%,388,1.9,36.63,98.14,1.1,351,90,49,438,232,251,Consumer Non-Durables,1.58417324,3.02229837,28.53185596,8%,3001000000,39304000000,391,404,319,390,376,451,"International Flavors & Fragrances, Inc."
NASDAQ:ALNY,ALNY,alnylam-pharmaceuticals,ALNY,198.88,23870883943,-2.72914017,-6.57647501,4.10%,138,27.07,,,39.43,5,,,20,13,500,Health Technology,-28.67658131,-190.5411103,83.40256377,21%,704143000,3330417000,493,467,20,222,301,343,"Alnylam Pharmaceuticals, Inc."
NASDAQ:SGEN,SGEN,seattle-genetics,SGEN,128.84,23762663388,-26.83702442,-9.65570437,-19.00%,302,14.65,,,7.58,23,,,114,69,468,Health Technology,-19.51324504,-23.39613977,79.57868757,35%,1262806000,3630343000,492,447,34,108,270,289,Seagen Inc.
NYSE:CTRA,CTRA,alpha-metallurgical-resources,CTRA,29.67,23605310085,39.82092366,0.16880486,39.60%,22,4.08,8.3,60.23,2.06,171,399,103,348,255,213,Energy Minerals,22.47812705,39.14955942,61.59504677,10%,2057000000,20647000000,31,77,105,362,144,113,Coterra Energy Inc.
NYSE:APTV,APTV,aptiv,APTV,87.04,23581988529,-48.56399953,-6.80942184,-44.80%,455,1.47,203.31,82.54,2.74,397,10,63,289,190,311,Producer Manufacturing,0.93398429,2.14359661,12.13255945,16%,3255000000,19908000000,419,411,426,277,383,455,Aptiv PLC
NASDAQ:TROW,TROW,rowe-price,TROW,102.52,23302449833,-49.82380579,-9.28236439,-44.70%,454,2.97,9.63,28.44,2.53,251,383,255,306,299,148,Finance,20.53549347,28.07702347,83.0864807,55%,6473300000,11768700000,39,150,21,27,59,19,"T. Rowe Price Group, Inc."
NASDAQ:WTW,WTW,willis-towers-watson,WTW,210.72,23171943130,-13.45134924,0.73139251,-14.10%,266,2.94,7.28,20.67,1.89,253,405,301,365,331,107,Finance,4.94517916,15.90403054,75.96986394,21%,6926000000,32509000000,277,252,53,221,201,193,Willis Towers Watson Public Limited Company
NYSE:TSN,TSN,tyson-foods,TSN,65.12,22963025193,-19.74365295,-10.01796324,-10.80%,234,0.49,5.7,14.05,1.3,482,419,347,417,416,23,Consumer Non-Durables,11.27830005,22.58046553,14.93620597,19%,6847000000,36245000000,130,195,407,244,244,258,"Tyson Foods, Inc."
NYSE:GPC,GPC,gpc,GPC,162.35,22917545455,25.36679537,2.55843335,22.20%,53,1.21,18.96,38.4,6.43,428,254,194,137,253,217,Distribution Services,7.81973706,34.66087819,33.34394671,39%,6343165000,16377080000,199,99,274,76,162,136,Genuine Parts Company
NYSE:IT,IT,gartner,IT,289.75,22917456064,-7.9340366,-1.04842565,-7.00%,206,5.11,31.65,23,62.3,123,113,288,11,134,391,Technology Services,10.67869256,382.4118762,65.49290129,47%,3077464000,6590594000,141,7,93,48,72,30,"Gartner, Inc."
NASDAQ:FITB,FITB,fifth-third-bancorp,FITB,33.02,22657980087,-27.44451769,-6.4854149,-22.40%,331,2.72,9.61,25.18,1.06,275,384,272,441,343,90,Finance,1.14474073,12.04788589,,,,2.05E+11,402,298,,,350,414,Fifth Third Bancorp
NYSE:ZBH,ZBH,zimmer-biomet,ZBH,107.39,22532521299,-26.27061176,-4.75388027,-22.60%,333,2.85,97.76,32.39,1.76,264,20,226,380,223,266,Health Technology,1.2623725,2.3347627,61.64657279,23%,4880300000,21452700000,399,408,104,205,279,301,"Zimmer Biomet Holdings, Inc."
NASDAQ:LCID,LCID,lucid-group,LCID,13.31,22331899547,-45.22633745,-13.51526966,-36.70%,430,344.1,,,5.31,2,,,166,84,451,Consumer Durables,-40.68504777,-91.12464834,-289.7954689,-2%,-127786000,7129419000,495,463,444,448,463,500,"Lucid Group, Inc."
NYSE:CBRE,CBRE,cbre-group,CBRE,69.31,22260394375,-31.88875786,-8.4774858,-25.60%,351,0.83,11.37,15.79,2.65,458,350,337,297,361,67,Finance,10.32137574,25.38459189,20.38329865,28%,5640658000,20438672000,153,175,376,158,216,220,CBRE Group Inc
NASDAQ:CDW,CDW,cdw,CDW,162.43,21967558541,-13.72955173,-3.86482008,-10.30%,227,1.07,21.56,63.97,30.26,440,223,96,27,197,304,Technology Services,8.9330507,93.86542923,18.1529579,26%,3568500000,13653100000,177,23,392,166,190,180,CDW Corporation
NASDAQ:TSCO,TSCO,tractor-supply,TSCO,197.37,21908086022,-6.68526311,2.52454418,-9.00%,218,1.72,20.58,97.46,10.71,367,236,52,81,184,319,Retail Trade,13.27438433,52.4586953,32.59069307,53%,4206995000,7911728000,98,52,276,33,115,70,Tractor Supply Company
NYSE:FTV,FTV,fortive,FTV,61.45,21857582242,-16.94823625,-3.59272043,-13.90%,263,3.99,33.1,34.51,2.25,177,103,216,328,206,293,Electronic Technology,4.29949225,7.04691329,57.37473024,19%,3009900000,16070900000,291,366,129,248,259,273,Fortive Corporation
NYSE:BIP,BIP,brookfield,BIP,33.54,21855666883,-13.55674336,-18.2748538,5.80%,124,1.3,37.16,,2.71,415,86,,290,264,196,Utilities,0.68118977,7.6575067,26.78611759,4%,3290000000,73899000000,429,361,336,428,389,467,Brookfield Infrastructure Partners LP Limited Partnership
NYSE:RJF,RJF,raymond-james,RJF,100.99,21796165981,3.67518735,-7.78853178,12.40%,90,2.1,13.98,3,2.45,327,325,424,315,348,85,Finance,2.08833547,17.21717114,96.25648966,11%,9465000000,86111000000,374,242,3,347,242,253,"Raymond James Financial, Inc."
NYSE:HIG,HIG,hartford-financial-services-grp,HIG,67.19,21711936260,-7.88319166,2.6898976,-10.30%,228,1.04,10.79,7.08,1.26,443,364,403,423,408,29,Finance,3.1268863,12.92269787,,,,65676000000,335,285,,,310,359,"Hartford Financial Services Group, Inc. (The)"
NASDAQ:ZS,ZS,zscaler,ZS,150.48,21526538119,-49.62169401,-13.02739568,-42.10%,448,19.4,,84.35,37.48,13,,61,21,32,487,Technology Services,-15.33419668,-70.81832162,77.69669626,30%,847629000,2832665000,486,460,42,141,282,308,"Zscaler, Inc."
NYSE:CF,CF,cf-industries,CF,107.37,21394603499,78.86056972,1.34025484,76.50%,4,3.45,8.56,7.29,6.76,215,395,400,132,286,161,Process Industries,20.19661817,65.55201021,50.9006792,18%,2361000000,13423000000,41,35,168,263,127,92,"CF Industries Holdings, Inc."
NYSE:EIX,EIX,edison-international,EIX,55.64,21222876628,-5.32584652,-18.33259944,15.90%,77,1.4,41.48,,1.5,406,62,,395,288,160,Utilities,0.79476359,3.72603091,22.75683488,5%,3502000000,75045000000,428,398,359,425,403,479,Edison International
NASDAQ:EBAY,EBAY,ebay,EBAY,38.41,21101217032,-49.17839956,-4.07092907,-47.00%,461,2.34,,24.82,2.29,306,,274,327,302,147,Retail Trade,-9.65498485,-27.21945342,72.80255413,40%,7828000000,19653000000,477,449,65,70,265,284,eBay Inc.
NYSE:MOH,MOH,molina-healthcare,MOH,360.38,20938077734,24.61272476,6.28483794,17.20%,73,0.75,27.55,9.13,7.81,464,146,383,109,276,175,Health Services,6.51025885,28.92307692,,,,12572000000,233,141,,,187,175,Molina Healthcare Inc
NASDAQ:TTWO,TTWO,take-two-interactive-software,TTWO,125.55,20928018439,-27.81578796,3.17199441,-30.00%,390,4.13,81.81,180.72,3.75,167,24,16,236,111,420,Technology Services,1.34473551,2.43600895,56.60120289,11%,1968166000,17744900000,395,407,135,345,321,368,"Take-Two Interactive Software, Inc."
NYSE:DAL,DAL,delta-air-lines,DAL,32.58,20889917763,-19.55555556,0.55555556,-20.00%,313,0.69,280.3,1473.55,5.29,469,9,2,167,162,350,Transportation,0.11280859,2.27904391,12.91803419,0%,-287000000,72596000000,443,409,417,447,429,488,"Delta Air Lines, Inc."
NASDAQ:CCEP,CCEP,coca-cola,CCEP,45.68,20866132879,-14.8714126,-2.70500532,-12.50%,252,1.25,12.81,20.93,2.53,423,338,299,305,341,93,Consumer Non-Durables,4.77962531,20.15688229,36.56907404,19%,5990279312,31733589300,282,212,255,246,249,263,Coca-Cola Europacific Partners plc
NYSE:LEN,LEN,lennar,LEN,73.43,20851847226,-27.47654321,-5.16595635,-23.50%,340,0.81,4.72,12.78,1.03,460,425,358,444,422,17,Consumer Durables,13.01719534,20.31434968,29.08863239,21%,7344574000,35339877000,100,208,312,226,212,211,Lennar Corporation
NYSE:NU,NU,nu-holdings,NU,4.53,20846115981,-59.73333333,-13.54961832,-53.40%,476,14.57,,10.33,4.55,24,,374,189,196,307,Technology Services,-0.89467107,-5.24588278,54.08911987,4%,883445000,25188681000,450,429,148,437,366,437,Nu Holdings Ltd.
NASDAQ:HBAN,HBAN,huntington-bancshares,HBAN,14.45,20839707879,-13.47305389,3.36194564,-16.30%,277,2.82,10.23,20.52,1.11,267,374,302,437,345,87,Finance,1.12884964,10.89171105,,,,1.79E+11,404,311,,,358,426,Huntington Bancshares Incorporated
NYSE:DTE,DTE,dte-energy,DTE,107.45,20817272823,-7.0019041,-17.01421069,12.10%,92,1.36,27.02,,2.36,408,147,,323,293,155,Utilities,1.73282023,7.52195494,12.82350977,5%,2143000000,41314000000,385,362,419,413,395,473,DTE Energy Company
NYSE:ETR,ETR,entergy,ETR,102.29,20807627331,-1.68204537,-11.27591292,10.80%,104,1.72,16.53,,1.74,368,284,,381,344,88,Utilities,2.15258705,10.63096784,24.21830595,5%,2699890000,57827579000,373,315,353,424,366,439,Entergy Corporation
NYSE:FE,FE,firstenergy,FE,36.41,20804503685,-2.17624933,-12.49699591,11.80%,94,1.77,15.2,,2.37,359,302,,322,328,112,Utilities,2.95251612,14.44663167,25.47666293,6%,2920000000,45120000000,340,269,347,398,339,391,FirstEnergy Corp.
NYSE:FERG,FERG,ferguson,FERG,103.69,20711718832,-30.03373819,-6.64445845,-25.10%,348,0.78,10.54,85.98,4.61,461,367,60,186,269,187,Distribution Services,14.40334866,44.3060686,29.59812364,54%,8455000000,15661000000,84,65,308,30,122,82,Ferguson plc
NYSE:VMC,VMC,vulcan-materials,VMC,155.43,20656796865,-16.25989979,-5.25449558,-11.60%,241,3.59,33.54,76.09,3.02,202,102,73,278,164,347,Non-Energy Minerals,4.73598572,9.37156938,22.07319163,10%,1373400000,14181500000,284,336,361,366,337,389,Vulcan Materials Company (Holding Company)
NYSE:FRC,FRC,first-republic-bank-san-francisco,FRC,112.35,20178367276,-47.07212512,-21.03598538,-33.00%,413,3.78,13.27,20.08,1.63,190,331,306,386,303,143,Finance,0.88911365,10.51978845,,,,2.05E+11,423,321,,,372,447,FIRST REPUBLIC BANK
NYSE:AEE,AEE,ameren,AEE,77.58,20044392045,-8.17848266,-15.60052219,8.80%,115,3.09,19.66,,2.04,241,248,,352,280,167,Utilities,2.84129308,10.49238288,27.3523919,5%,1845000000,37108000000,345,322,328,419,354,421,Ameren Corporation
NYSE:URI,URI,united-rentals,URI,284.68,19923433714,-21.43724473,-2.79978148,-19.20%,304,2.06,11.39,49.28,3.33,333,349,140,262,271,183,Finance,8.65030523,31.41831239,37.75194525,17%,3495000000,20820000000,181,118,250,270,205,198,"United Rentals, Inc."
NYSE:CAH,CAH,cardinal-health,CAH,73.03,19901579519,48.19399351,6.45772595,39.20%,23,0.11,,6.7,,500,,405,,453,3,Distribution Services,-2.11250863,-172.4584104,3.43728634,14%,6230000000,43878000000,461,466,441,303,418,484,"Cardinal Health, Inc."
NYSE:MKC,MKC,mccormick,MKC,73.84,19847188261,-8.78319951,-5.05336248,-3.90%,181,3.11,28.36,123.87,4.41,239,139,32,199,152,367,Consumer Non-Durables,5.37223044,15.45711803,36.91563171,19%,2506300000,12941000000,262,255,253,241,253,269,"McCormick & Company, Incorporated"
NYSE:MRO,MRO,marathon-oil,MRO,29.15,19751558653,77.85234899,10.71021648,60.60%,9,3.97,6.68,6.69,1.96,179,411,406,359,339,98,Energy Minerals,17.19780524,27.99783452,52.20453585,12%,2138000000,18286000000,53,151,156,336,174,155,Marathon Oil Corporation
NYSE:MLM,MLM,martin-marietta,MLM,315.31,19667190465,-17.25884329,-6.5443552,-11.50%,238,3.52,23.65,48.65,2.9,207,200,143,281,208,292,Non-Energy Minerals,6.11894015,12.22559108,23.11599339,9%,1336500000,14542800000,245,295,358,374,318,367,"Martin Marietta Materials, Inc."
NASDAQ:PFG,PFG,principal,PFG,78.84,19649870595,13.55321907,1.92630899,11.40%,96,1.48,4.72,8.11,1.26,394,426,393,421,409,28,Finance,1.49262502,31.29677777,,,,2.70E+11,393,120,,,257,271,Principal Financial Group Inc
NYSE:LUV,LUV,southwest,LUV,33.1,19639889347,-32.86004057,-4.19681621,-29.90%,389,1.27,20.83,14.41,1.87,421,231,345,370,342,92,Transportation,2.60364929,9.57324106,19.69553707,3%,1159000000,38302000000,356,331,385,439,378,452,Southwest Airlines Company
NASDAQ:ULTA,ULTA,ulta-beauty,ULTA,382.81,19608100982,6.94510406,-8.86344158,17.30%,72,2.42,17.88,16.52,13,300,267,332,63,241,237,Retail Trade,22.86183465,62.03145567,39.34589408,68%,3368554000,4945994000,28,41,233,8,78,36,"Ulta Beauty, Inc."
NYSE:UI,UI,ubiquiti-networks,UI,321.99,19456792734,-0.84988453,6.96276119,-7.30%,208,11.16,49.95,73.4,,40,50,80,,57,474,Electronic Technology,42.89510859,,39.5942642,78%,669812000,860531000,5,,229,3,79,38,Ubiquiti Inc.
NYSE:PAYC,PAYC,paycom-software,PAYC,323.01,19389111291,-36.91210938,-7.70615464,-31.60%,405,17.55,81.1,121.61,20.66,14,25,35,40,29,491,Technology Services,5.62109298,25.56556641,76.31383689,16%,789855000,4891703000,255,171,51,280,189,179,"Paycom Software, Inc."
NASDAQ:VRSN,VRSN,verisign,VRSN,179.15,19219792019,-16.25765437,1.10045147,-17.20%,284,15.1,24.35,37.75,,22,183,196,,134,392,Technology Services,46.32030777,,85.62864528,64%,1135643000,1762500000,4,,19,12,12,1,"VeriSign, Inc."
NYSE:LH,LH,laboratory-amer,LH,211.71,19138584930,-24.36497446,-4.29023508,-21.00%,322,1.28,10.11,11.56,1.91,418,376,367,362,381,49,Health Services,9.75252449,19.2823722,30.52776929,26%,5254700000,20403100000,162,222,297,169,213,213,Laboratory Corporation of America Holdings
NYSE:PWR,PWR,quanta-services,PWR,133.41,19080692179,16.73958698,-4.11126285,21.70%,54,1.46,42.41,102.57,3.65,398,60,42,242,186,317,Industrial Services,4.1508314,9.39951534,12.65968367,14%,1787893000,13049645000,300,334,422,311,342,398,"Quanta Services, Inc."
NASDAQ:LPLA,LPLA,lpl-finl,LPLA,238.52,19026690807,36.7974306,3.76299648,31.80%,34,2.49,37.99,77.89,11.27,294,83,68,75,130,394,Finance,6.75871939,29.74040386,29.1552746,29%,2224029000,7736486000,224,131,310,149,204,195,LPL Financial Holdings Inc.
NYSE:EPAM,EPAM,epam-sys,EPAM,331.39,19010995276,-47.44179407,-14.86448298,-38.30%,435,5.23,53.7,75.25,7.6,118,47,75,113,88,448,Technology Services,11.22530277,15.15021341,29.41574166,33%,1186403000,3563964000,131,260,309,117,204,197,"EPAM Systems, Inc."
NYSE:YUMC,YUMC,yum-china-holdings,YUMC,45.14,18941686273,-24.82930891,-8.8264997,-17.60%,288,2,25.69,30.9,2.75,340,160,238,288,257,209,Consumer Services,6.52453121,11.63003663,12.43646925,11%,1363000000,12054000000,232,304,423,341,325,374,"Yum China Holdings, Inc."
NYSE:WRB,WRB,berkley-w-r-corp,WRB,71.35,18927226699,36.59852892,6.97151424,27.70%,41,2.08,14.8,7.21,2.8,330,311,401,285,332,105,Finance,4.74419639,20.25068662,,,,28950805000,283,210,,,247,259,W.R. Berkley Corporation
NYSE:PPL,PPL,ppl,PPL,25.69,18912586708,-11.68786525,-11.47484493,-0.20%,163,3.31,25.49,,1.34,225,166,,412,268,188,Utilities,2.01297734,5.15578378,25.68339768,4%,1631000000,37062000000,376,386,345,430,384,460,PPL Corporation
NYSE:IR,IR,ingersoll-rand,IR,46.79,18864842204,-11.81681116,-1.55691142,-10.40%,229,3.7,30.75,47.97,2.05,198,119,149,350,204,297,Producer Manufacturing,3.52390445,5.93304828,32.26764722,12%,1655600000,14221400000,327,381,279,339,332,382,Ingersoll Rand Inc.
NYSE:CFG,CFG,citizens-financial-group,CFG,37.94,18804709995,-25.50559592,2.98588491,-27.70%,377,2.17,8.97,71.37,0.71,319,393,85,463,315,126,Finance,0.94731243,8.37466984,,,,2.25E+11,417,346,,,382,454,"Citizens Financial Group, Inc."
NYSE:TECK,TECK,teck-resources,TECK,35.21,18647696115,26.02004295,9.34782609,15.20%,81,1.67,4.17,,0.97,374,434,,450,419,19,Energy Minerals,12.00900296,24.12870964,48.78353738,10%,3846269000,38540088450,111,188,175,361,209,205,Teck Resources Ltd
NASDAQ:ANSS,ANSS,ansys,ANSS,214.15,18645753982,-41.38818184,-11.50826446,-33.80%,415,9.73,40.39,67.13,4.09,49,68,91,218,107,430,Technology Services,7.63240181,10.53205611,86.29616157,27%,1633518000,6118580000,203,320,17,163,176,158,"ANSYS, Inc."
NYSE:EFX,EFX,equifax,EFX,152.02,18613850454,-37.95102041,-15.18161022,-26.80%,370,3.77,26.12,53.55,5.12,192,155,123,172,161,353,Commercial Services,6.34353521,19.46233318,47.58566076,22%,2462600000,11308000000,240,219,181,215,214,216,"Equifax, Inc."
NYSE:MOS,MOS,mosaic,MOS,53.1,18333686805,26.60944206,-3.7694817,31.60%,35,1.59,5.87,18.87,1.84,386,417,313,372,372,54,Process Industries,14.31880526,29.46766081,32.1141649,13%,3186700000,23985600000,85,136,282,316,205,198,Mosaic Company (The)
NYSE:LYV,LYV,live-nation,LYV,79.53,18289659540,-20.62082044,-8.1215342,-13.60%,260,2.73,,15.97,,272,,334,,303,144,Consumer Services,-0.6872647,,24.93175886,9%,1496181000,16421028000,447,,349,375,390,469,"Live Nation Entertainment, Inc."
NYSE:RF,RF,regions-financial,RF,19.52,18239416229,-16.75906183,-12.54480287,-4.80%,187,2.87,9.83,15.75,1.12,263,381,338,434,354,78,Finance,1.27281009,11.83018533,,,,1.58E+11,398,300,,,349,412,Regions Financial Corporation
NYSE:HEI,HEI,heico,HEI,151.7,18133776602,9.35697809,-1.88850084,11.50%,95,10.99,60.3,50.11,8.9,41,37,134,96,77,457,Electronic Technology,9.39532784,14.68112074,42.66279779,21%,796300000,3787351000,168,264,216,224,218,224,Heico Corporation
NASDAQ:ZI,ZI,zoominfo,ZI,44.87,18102429161,-34.25641026,7.13944604,-38.60%,438,23.69,172.91,91.71,9.07,10,14,55,93,43,482,Technology Services,2.5712484,9.22560397,79.56282976,8%,592300000,7008500000,360,338,35,384,279,302,ZoomInfo Technologies Inc.
NYSE:ROL,ROL,rollins,ROL,36.43,17938764517,-5.45029847,1.16634268,-6.50%,201,7.3,53.37,101.43,16.36,75,48,43,50,54,476,Consumer Services,16.23476618,30.2273283,47.87887469,54%,1167478000,2167482000,68,129,179,31,102,63,"Rollins, Inc."
NYSE:NET,NET,cloudflare-inc,NET,54.38,17807296883,-69.25599276,-12.07760711,-65.00%,489,25.52,,,21.39,6,,,38,22,497,Technology Services,-14.8045507,-41.94512683,77.49570221,21%,509292000,2468459000,484,454,45,228,303,346,"Cloudflare, Inc."
NASDAQ:ACGL,ACGL,arch-capital,ACGL,48.23,17803485854,13.53578154,3.63128492,9.60%,110,2.14,11.65,5.33,1.42,322,347,413,406,372,54,Finance,4.15990456,12.33352768,,,,37656768000,299,292,,,296,330,Arch Capital Group Ltd.
NYSE:CHD,CHD,church-and-dwight,CHD,73.19,17778536856,-13.09665163,-2.78921504,-10.60%,232,3.47,22.95,40.77,5.42,212,211,181,162,192,310,Consumer Non-Durables,9.86511354,22.50562641,40.36096862,25%,2143200000,8444800000,160,196,225,175,189,178,"Church & Dwight Company, Inc."
NYSE:DOV,DOV,dover,DOV,124.85,17523191458,-25.5515802,0.69360432,-26.10%,357,2.19,14.8,40.12,4.09,315,312,186,217,258,205,Producer Manufacturing,11.33119575,29.54575553,36.18023001,28%,2975381000,10652341000,126,134,257,155,168,144,Dover Corporation
NYSE:DASH,DASH,doordash,DASH,45.23,17462384034,-78.94614346,-21.74740484,-73.10%,494,3.14,,100.51,3.38,236,,46,257,180,325,Technology Services,-8.51644941,-11.40576939,45.14984926,24%,2394000000,9928000000,475,439,199,192,326,379,"DoorDash, Inc."
NYSE:BRO,BRO,brown-and-brown,BRO,61.53,17379411791,-5.16337855,-0.50129366,-4.70%,186,5.54,28.17,24.67,4.1,111,140,275,216,186,317,Finance,5.55827431,14.61452485,95.10258345,24%,2898496000,12279900000,258,265,4,196,181,163,"Brown & Brown, Inc."
NASDAQ:IEP,IEP,icahn-enterprises,IEP,53.83,17373981356,-5.14537445,4.80919003,-9.50%,223,1.13,,,3.66,435,,,241,338,99,Producer Manufacturing,-1.59500693,-9.34359632,13.48622417,9%,2333000000,26895000000,455,436,415,381,422,487,Icahn Enterprises L.P. - Depositary
NYSE:QSR,QSR,restaurant-brands-international,QSR,56.71,17341299385,-6.88013136,-3.39011925,-3.60%,177,4.55,21.66,45.27,7.71,150,222,161,112,161,352,Consumer Services,3.56872853,34.41930028,57.13202541,15%,3317549793,22790576520,323,100,131,301,214,216,Restaurant Brands International Inc.
NYSE:HPE,HPE,hewlett-packard-enterprise,HPE,13.47,17331861840,-12.58922777,4.74339036,-16.50%,280,0.61,4.58,7.1,0.83,472,429,402,456,440,7,Electronic Technology,6.52867358,19.79750737,32.01616687,16%,9103000000,57675000000,230,214,283,287,254,270,Hewlett Packard Enterprise Company
NYSE:WST,WST,west-pharmaceutical-services,WST,232.88,17244294238,-44.1253389,-12.12075472,-36.40%,427,6.23,25.65,128.03,7.35,94,162,29,120,101,435,Health Technology,21.78167493,30.76508862,40.51043766,35%,1173400000,3361700000,34,125,224,107,123,87,"West Pharmaceutical Services, Inc."
