Ticker_no,Ticker,Ticker_s,Price,MKT CAP,1Y Return,1M Return,Momentum Return,Momentum Rank,P/S,P/E,P/FCF,P/B,PS Rank,PE Rank,PFCF Rank,PB Rank,Value Average,Value Rank,Sector,ROA,ROE,Gross margin,GPOA,Gross Profit,Asset,ROA Rank,ROE Rank,GM Rank,GPOA Rank,Profitability Average,Profitability Rank,Name
TSE:9719,9719,9719,2202,6.88E+11,-5.0862069,-0.63176895,-4.50%,255,1.65402232,20.90298215,19.093,2.77375291,182,175,223,123,176,335,Commercial Services,8.32699171,13.80446206,25.93214357,26%,1.03E+11,3.98E+11,111,137,298,166,178,152,SCSK CORP
TSE:1812,1812,1812,1378,6.87E+11,-5.80997949,-6.2585034,0.50%,210,0.33472368,6.83071155,,0.72587115,449,436,,406,430,20,Industrial Services,4.56540086,10.99240198,11.75339789,11%,2.57E+11,2.36E+12,263,203,433,379,320,360,KAJIMA CORP
TSE:6806,6806,6806,19780,6.80E+11,8.02839978,-2.07920792,10.30%,128,4.3050852,20.10440917,31.0049,2.05063242,61,187,153,168,142,376,Electronic Technology,9.31828435,10.72995975,46.86705122,19%,75062000000,3.90E+11,89,217,115,246,167,130,HIROSE ELECTRIC CO
TSE:2181,2181,2181,2936,6.77E+11,0.17059024,6.22286541,-5.70%,267,0.63447948,20.20224368,15.7459,3.68159069,351,185,253,80,217,284,Commercial Services,8.45010804,18.71780404,21.5200432,54%,2.24E+11,4.18E+11,105,74,344,20,136,97,PERSOL HOLDINGS CO LTD
TSE:1802,1802,1802,944,6.77E+11,-3.77166157,-4.93454179,1.20%,202,0.35957965,18.1329802,,0.72312893,435,213,,407,352,106,Consumer Durables,1.59889419,4.00151393,7.93119573,6%,1.54E+11,2.47E+12,409,439,457,427,433,468,OBAYASHI CORP
TSE:7747,7747,7747,2474,6.72E+11,-16.7003367,4.21229992,-20.10%,402,8.73999029,62.58830001,87.8762,5.69127052,24,28,40,38,33,483,Health Technology,8.02649379,10.2254053,63.32767402,32%,49236000000,1.55E+11,120,233,54,115,131,87,ASAHI INTECC CO LTD
TSE:2702,2702,2702,5040,6.70E+11,-2.13592233,1.30653266,-3.40%,245,2.10928192,27.8702331,44.7265,3.45024384,130,103,102,90,106,424,Consumer Services,9.79373045,12.69033658,19.23617087,24%,61066000000,2.57E+11,78,163,367,187,199,186,MCDONALD'S HOLDINGS COMPANY(JAPAN)
TSE:9007,9007,9007,1842,6.69E+11,-26.67197452,-2.79683377,-24.60%,434,1.92562152,66.63677004,,1.99248853,144,25,,173,114,413,Transportation,0.7975341,2.97624942,24.63335977,6%,78809000000,1.30E+12,440,455,312,430,409,453,ODAKYU ELECTRIC RAILWAY CO
TSE:7276,7276,7276,2049,6.59E+11,-39.10846954,-9.53642384,-32.70%,467,0.87629547,25.03387362,28.4755,1.12733016,304,132,163,291,223,277,Producer Manufacturing,3.22106167,4.62686567,11.42549636,11%,96050000000,8.62E+11,331,416,436,374,389,431,KOITO MANUFACTURING CO LTD
TSE:3141,3141,3141,3150,6.57E+11,-24.91060787,3.27868852,-27.30%,446,0.65028544,23.84722869,,3.3073741,344,144,,97,195,309,Retail Trade,5.83995472,13.63965012,30.65445889,57%,3.02E+11,5.35E+11,201,141,236,15,148,107,WELCIA HOLDINGS CO LTD
TSE:6448,6448,6448,2567,6.56E+11,10.361135,-0.69632495,11.10%,120,0.94870536,11.24462046,19.9308,1.19237215,294,331,214,282,280,190,Electronic Technology,7.42492755,10.96381147,40.0515028,34%,2.89E+11,8.52E+11,136,204,157,101,150,108,BROTHER INDUSTRIES
TSE:9009,9009,9009,3890,6.56E+11,4.01069519,-3.59355638,7.90%,142,3.12029653,194.0944381,,1.80720147,83,7,,196,95,431,Transportation,0.37748045,0.92849976,17.42021217,4%,33123000000,9.04E+11,450,473,387,451,440,475,KEISEI ELECTRIC RAILWAY CO
TSE:9107,9107,9107,2287,6.49E+11,32.70806308,-7.15822922,42.90%,23,0.84354209,0.79180599,4.03653,0.72182235,309,477,336,408,383,61,Transportation,54.76291287,106.952598,11.50149617,4%,73869000000,1.86E+12,1,1,435,447,221,221,KAWASAKI KISEN KAISHA
TSE:3436,3436,3436,1841,6.45E+11,-14.76851852,-0.48648649,-14.40%,351,1.65369723,10.93517184,24.2085,1.34875458,183,338,191,258,243,243,Producer Manufacturing,7.67960205,13.32311622,28.70508788,9%,80119000000,8.50E+11,126,146,261,404,234,231,SUMCO CORPORATION
TSE:9008,9008,9008,5240,6.40E+11,-10.88435374,-2.60223048,-8.50%,291,2.20280987,74.97831034,,1.92964134,126,20,,181,109,418,Retail Trade,0.99022032,2.59283842,17.36525601,4%,35743000000,8.85E+11,434,464,388,446,433,468,KEIO CORPORATION
TSE:6841,6841,6841,2361,6.30E+11,6.49526387,2.65217391,3.70%,177,1.62116324,32.1904894,16.3392,1.8948317,188,74,244,189,174,337,Electronic Technology,3.61007976,6.00138757,43.7271623,30%,1.73E+11,5.75E+11,317,387,132,130,242,236,YOKOGAWA ELECTRIC CORP
TSE:4751,4751,4751,1244,6.29E+11,-39.93239981,-1.42630745,-39.10%,480,0.99231356,22.7071202,11.3647,4.82143625,281,156,298,55,198,308,Technology Services,8.13182408,22.16161057,32.15302013,62%,2.32E+11,3.75E+11,115,47,221,10,98,52,CYBER AGENT
TSE:9147,9147,9147,7350,6.25E+11,6.83139535,2.7972028,3.90%,175,0.28737381,5.25979127,,1.05888217,464,455,,306,408,33,Transportation,7.66818476,18.84458597,9.52599048,12%,2.02E+11,1.75E+12,127,73,455,368,256,258,NIPPON EXPRESS HLDGS INC
TSE:3288,3288,3288,5120,6.17E+11,-27.37588652,-2.10325048,-25.80%,439,0.80011365,8.64296809,22.6143,2.19785419,316,394,199,158,267,205,Consumer Durables,8.34043616,25.12354562,19.70310376,16%,1.55E+11,9.65E+11,110,32,362,308,203,190,OPEN HOUSE GROUP CO LTD
TSE:8331,8331,8331,824,6.13E+11,10.01335113,4.17193426,5.60%,158,2.91051003,10.93363757,11.351,0.57630261,89,339,299,452,295,171,Finance,0.30383567,5.35596176,,,,1.88E+13,453,397,,,425,462,CHIBA BANK
TSE:3231,3231,3231,3395,6.12E+11,14.30976431,-5.29986053,20.70%,66,0.95698912,9.64356538,92.1438,0.98324917,291,366,37,329,256,222,Finance,3.21164384,10.26705839,30.87911364,10%,2.05E+11,2.01E+12,332,232,233,390,297,329,NOMURA REAL ESTATE HOLDINGS INC
TSE:6465,6465,6465,4225,6.12E+11,-13.599182,9.74025974,-21.30%,416,2.22218607,23.83123635,38.7906,2.36526836,124,145,117,146,133,385,Producer Manufacturing,6.46000866,9.49198059,35.45088726,24%,99692000000,4.22E+11,167,259,196,193,204,191,HOSHIZAKI CORPORATION
TSE:2875,2875,2875,5970,6.10E+11,23.85892116,1.70357751,21.80%,64,1.70920303,25.09328064,38.9064,1.74106583,173,131,116,204,156,356,Consumer Non-Durables,5.49141778,6.98092401,25.18832911,19%,89825000000,4.73E+11,224,353,305,253,284,309,TOYO SUISAN KAISHA
TSE:4967,4967,4967,7760,6.07E+11,-10.59907834,-6.84273709,-4.00%,251,4.00055233,31.66287442,56.4774,3.15951192,65,78,83,106,83,449,Health Technology,7.97021472,10.01830929,55.92359404,34%,86379000000,2.51E+11,122,239,78,97,134,93,KOBAYASHI PHARMACEUTICALS
TSE:7261,7261,7261,951,5.99E+11,-11.53488372,-20.81598668,11.70%,119,0.19474576,7.13442017,8.52571,0.46650287,490,426,316,473,426,24,Consumer Durables,2.79537667,6.72534244,21.72676935,22%,6.88E+11,3.10E+12,351,367,342,208,317,357,MAZDA MOTOR CORP
TSE:9706,9706,9706,6420,5.98E+11,15.88447653,6.64451827,8.70%,138,10.74074837,,,3.97506174,14,,,74,44,477,Transportation,-4.30331525,-12.88907256,31.85020796,3%,14738000000,4.56E+11,495,492,223,455,416,459,JAPAN AIRPORT TERMINAL CO
TSE:8439,8439,8439,4860,5.94E+11,-26.36363636,0,-26.40%,440,0.47251366,49.6539864,2.45013,0.89011067,398,37,341,362,285,185,Finance,0.21439141,1.86387162,16.30299569,4%,2.07E+11,5.76E+12,463,469,398,452,446,479,TOKYO CENTURY CORPORATION
TSE:3291,3291,3291,2079,5.87E+11,-26.38101983,-3.30232558,-23.90%,429,0.43650305,6.10636462,,0.65259162,416,445,,429,430,21,Consumer Durables,6.22778597,10.95706824,21.03047841,17%,2.90E+11,1.69E+12,180,205,352,293,258,261,IIDA GROUP HOLDINGS CO LTD
TSE:4062,4062,4062,4190,5.85E+11,-30.62913907,-4.98866213,-27.00%,444,1.41648151,12.52105429,23.0918,1.55853451,209,297,196,227,232,256,Electronic Technology,6.95567406,12.71966152,30.41356255,17%,1.20E+11,7.24E+11,152,162,241,301,214,208,IBIDEN CO LTD
TSE:6370,6370,6370,5180,5.82E+11,-7.00179533,-3.71747212,-3.40%,246,2.01961452,29.70791613,,2.14087076,136,91,,162,130,394,Producer Manufacturing,4.32920707,7.29011666,35.70529955,20%,96215000000,4.82E+11,276,342,192,236,262,267,KURITA WATER INDUSTRIES
TSE:4816,4816,4816,14190,5.80E+11,-32.42857143,10,-38.60%,476,9.71899581,40.17229914,35.0353,5.77002959,19,49,129,37,59,466,Consumer Services,11.80603695,15.09729245,43.43231977,21%,26693000000,1.26E+11,57,116,134,223,133,90,TOEI ANIMATION
TSE:3349,3349,3349,14570,5.77E+11,-18.32959641,3.26009922,-20.90%,413,0.77372323,24.98526445,,3.06802367,322,134,,108,188,320,Retail Trade,6.52578106,12.62616449,20.17181111,37%,1.38E+11,3.73E+11,163,164,358,74,190,169,COSMOS PHARMACEUTICAL CORP
TSE:6532,6532,6532,37350,5.73E+11,-17,-6.39097744,-11.30%,313,9.80023717,32.04012417,54.4525,13.53110485,18,75,85,10,47,473,Commercial Services,32.29461756,43.83633241,54.08081389,50%,30453000000,61139000000,6,10,88,31,34,7,BAYCURRENT CONSULTING INC
TSE:5938,5938,5938,2159,5.71E+11,-31.46031746,-5.26546731,-27.70%,452,0.46526113,16.41720001,12.1082,1.02834108,402,232,287,316,309,158,Producer Manufacturing,2.23208724,6.73342941,37.32250116,24%,4.45E+11,1.86E+12,383,365,172,186,277,303,LIXIL CORPORATION
TSE:2127,2127,2127,1726,5.71E+11,-48.47761194,1.64899882,-49.30%,495,14.2099106,58.57044477,105.3,11.18786615,9,32,29,14,21,492,Finance,17.73986372,20.23151896,57.86975309,43%,24143356000,55833213000,19,60,72,48,50,21,NIHON M&A CENTER HOLDINGS INC
TSE:7550,7550,7550,3745,5.70E+11,41.74867525,3.16804408,37.40%,29,0.8628408,33.29500174,29.559,5.49913466,306,71,159,41,144,372,Consumer Services,3.96892751,17.17744492,52.46473007,78%,3.48E+11,4.43E+11,301,85,96,4,122,79,ZENSHO HOLDINGS CO LTD
TSE:5333,5333,5333,1822,5.68E+11,-6.56410256,-8.39617898,2.00%,193,1.13415592,7.94876659,12.5019,0.98600164,252,411,284,325,318,145,Producer Manufacturing,7.65626787,12.86569178,31.38941989,18%,1.75E+11,9.93E+11,128,158,228,280,199,184,NGK INSULATORS
TSE:6753,6753,6753,869,5.64E+11,-36.8,-7.35607676,-31.80%,466,0.21146533,6.69429095,75.8302,1.1609797,487,438,51,286,316,147,Consumer Durables,3.89024072,18.0384418,17.09394966,23%,4.96E+11,2.16E+12,305,79,391,200,244,241,SHARP CORP
TSE:6305,6305,6305,2620,5.57E+11,-23.94775036,-9.21690922,-16.20%,370,0.55000995,6.45992313,,0.92172939,377,442,,349,389,51,Producer Manufacturing,6.32904783,15.0099201,27.95387668,18%,2.80E+11,1.53E+12,174,120,273,269,209,201,HITACHI CONSTRUCTION MACHINERY
TSE:7186,7186,7186,461,5.56E+11,-3.35429769,-1.28479657,-2.10%,234,1.97972319,11.08552506,12.5227,0.4826492,139,335,283,471,307,161,Finance,0.21934531,4.38267076,,,,2.41E+13,461,421,,,441,476,CONCORDIA FINANCIAL GROUP LTD
TSE:3289,3289,3289,767,5.52E+11,12.13450292,-3.03413401,15.60%,95,0.56946138,11.3909466,25.9595,0.89146815,371,328,180,361,310,157,Finance,1.88765287,7.89909227,19.88305867,7%,1.94E+11,2.61E+12,400,320,361,418,375,418,TOKYU FUDOSAN HOLDINGS CORPORATION
TSE:2670,2670,2670,6680,5.51E+11,17.19298246,4.375,12.30%,114,2.26356276,27.28735543,149.58,1.94913175,118,109,21,177,106,424,Distribution Services,6.10598122,6.92924385,49.1813349,34%,1.19E+11,3.44E+11,189,357,108,96,188,163,ABC-MART INC
TSE:5334,5334,5334,2678,5.44E+11,55.78824898,-8.25625214,69.80%,6,1.1132756,7.67357326,13.1315,1.06402746,256,416,276,304,313,150,Producer Manufacturing,8.86792242,14.33079584,32.89717868,18%,1.50E+11,8.42E+11,97,128,213,276,179,153,NGK SPARK PLUG CO
TSE:4732,4732,4732,2209,5.40E+11,21.70798898,-8.86963696,33.60%,32,6.76161901,18.38873198,24.0614,3.01166175,35,208,192,110,136,379,Retail Trade,13.93382902,17.07150991,60.94008365,22%,49861000000,2.22E+11,39,88,61,207,99,53,USS CO LTD
TSE:1803,1803,1803,730,5.40E+11,-15.31322506,-3.18302387,-12.50%,334,0.37334753,11.3005521,,0.66523804,428,330,,426,395,44,Industrial Services,2.48875267,6.02977511,10.26121267,7%,1.45E+11,2.08E+12,368,384,447,422,405,444,SHIMIZU CORP
TSE:4183,4183,4183,2745,5.36E+11,-22.89325843,-8.95522388,-15.30%,361,0.33495162,5.65027963,,0.7529828,448,451,,393,431,19,Process Industries,5.18510523,13.67508375,22.33609396,18%,3.79E+11,2.05E+12,237,140,328,262,242,237,MITSUI CHEMICALS INC
TSE:6845,6845,6845,3940,5.35E+11,-16.34819533,-0.88050314,-15.60%,363,2.13297496,26.16593288,,2.72089775,129,115,,124,123,403,Electronic Technology,7.74438509,10.85882485,40.57795393,40%,1.06E+11,2.67E+11,124,209,154,63,138,100,AZBIL CORP
TSE:4185,4185,4185,2703,5.33E+11,-30.78104994,-9.08173562,-23.90%,428,1.7154779,16.73301571,,1.55412366,170,228,,228,209,294,Electronic Technology,4.86616565,9.41812316,37.65490673,18%,1.22E+11,6.68E+11,252,262,171,271,239,235,JSR CORP
TSE:5831,5831,5831,934,5.27E+11,6.86498856,6.86498856,0.00%,214,2.35726716,13.00586312,25.4249,0.48324748,112,285,184,470,263,213,Finance,0.29012691,3.83720372,,,,1.48E+13,455,440,,,448,481,SHIZUOKA FINANCIAL GROUP INC.
TSE:3861,3861,3861,527,5.22E+11,-7.05467372,-3.83211679,-3.40%,244,0.35996739,5.86765472,19.3806,0.62132467,434,449,221,434,385,56,Process Industries,4.32107343,10.77104249,22.15054595,16%,3.38E+11,2.16E+12,279,215,332,316,286,312,OJI HOLDINGS CORP
TSE:4527,4527,4527,4560,5.20E+11,34.11764706,4.34782609,28.50%,40,2.66165112,22.82490229,31.1709,2.97188639,96,154,152,112,129,397,Consumer Non-Durables,8.85937708,13.32101284,57.98812898,39%,1.14E+11,2.93E+11,98,147,71,66,96,51,ROHTO PHARMACEUTICAL CO
TSE:2371,2371,2371,2546,5.18E+11,-30.81521739,-1.62287481,-29.70%,460,10.06853465,33.07915257,76.1374,10.81991489,17,72,50,16,39,480,Consumer Services,21.90848689,33.59202959,67.50749297,46%,34817000000,75530000000,10,16,45,41,28,4,KAKAKU.COM. INC
TSE:2593,2593,2593,5170,5.17E+11,-28.78787879,-11.62393162,-19.40%,399,1.70961127,53.82592207,75.3119,4.21585339,172,36,52,71,83,450,Consumer Non-Durables,3.77569142,7.9904986,39.24437618,45%,1.50E+11,3.34E+11,308,314,163,43,207,199,ITO EN LTD
TSE:3099,3099,3099,1350,5.15E+11,59.76331361,10.20408163,45.00%,20,1.26797683,19.87706886,25.3822,1.03173964,232,194,185,315,232,257,Retail Trade,2.25398715,5.3015172,59.28134135,19%,2.21E+11,1.19E+12,380,398,66,261,276,300,ISETAN MITSUKOSHI HOLDINGS LTD
TSE:4613,4613,4613,2000,5.14E+11,-24.64204974,-5.34784666,-20.40%,406,1.39035894,20.53070862,,1.69619822,217,180,,209,202,301,Process Industries,4.45504684,8.92802327,28.63641198,19%,1.18E+11,6.25E+11,271,281,263,257,268,285,KANSAI PAINT CO LTD
TSE:4042,4042,4042,1609,5.12E+11,-17.48717949,-4.90543735,-13.20%,344,0.56182479,4.50057125,12.9977,0.72742638,373,463,279,404,380,66,Process Industries,10.81110384,16.93959325,28.51880574,24%,2.69E+11,1.13E+12,70,90,265,188,153,110,TOSOH CORP
TSE:7731,7731,7731,1372,5.03E+11,6.93686672,-7.04607046,15.00%,99,0.92724284,12.92657704,206.825,0.83264362,295,288,15,372,243,243,Electronic Technology,3.74231215,6.59029888,43.82599732,21%,2.26E+11,1.08E+12,310,369,131,225,259,262,NIKON CORP
TSE:2768,2768,2768,2175,5.02E+11,12.05564142,-7.09098676,20.60%,68,0.24427151,4.5998728,15.5381,0.69691557,479,462,255,415,403,36,Non-Energy Minerals,4.1789297,15.28627899,14.00280001,9%,2.52E+11,2.84E+12,284,111,415,410,305,338,SOJITZ CORPORATION
TSE:4516,4516,4516,7450,5.02E+11,-16.1036036,1.91518468,-17.70%,377,3.67744138,26.6897338,49.3015,2.80101562,70,112,95,121,100,429,Health Technology,9.02862805,10.67382348,60.86933467,39%,85981000000,2.20E+11,93,218,62,64,109,62,NIPPON SHINYAKU CO
TSE:8252,8252,8252,2475,5.01E+11,8.55263158,-1.11865761,9.80%,131,2.469359,28.02698145,,1.90736008,102,102,,188,131,390,Finance,1.97777395,6.72547708,86.56928517,18%,1.71E+11,9.46E+11,396,366,8,273,261,265,MARUI GROUP CO LTD
TSE:5947,5947,5947,10010,4.99E+11,-16.09388097,-5.028463,-11.70%,319,1.38424896,20.46407383,333.31,1.45723613,218,182,6,238,161,350,Producer Manufacturing,4.76907699,7.01976425,31.78765225,22%,1.14E+11,5.29E+11,256,350,224,217,262,270,RINNAI CORP
TSE:8572,8572,8572,318,4.98E+11,-18.25192802,-2.75229358,-15.90%,367,1.91829565,9.60597546,14.2753,0.9454805,145,367,269,336,279,192,Finance,4.21273719,9.96010251,97.72264438,18%,2.34E+11,1.27E+12,283,241,1,266,198,181,ACOM CO
TSE:8354,8354,8354,2597,4.94E+11,21.12873134,-2.40511086,24.10%,56,1.7986641,8.91743494,6.70315,0.53051804,163,384,324,462,333,126,Finance,0.19178906,6.02857997,,,,2.98E+13,465,385,,,425,462,FUKUOKA FINANCIAL GROUP INC.
TSE:9142,9142,9142,3120,4.90E+11,19.31166348,-0.79491256,20.30%,70,1.52336826,26.09375294,,1.29268686,200,117,,265,194,310,Transportation,2.18030495,5.06063077,30.85776043,10%,92208000000,9.02E+11,387,406,234,391,355,394,KYUSHU RAILWAY COMPANY
TSE:7013,7013,7013,3215,4.86E+11,18.15509004,-6.54069767,26.40%,47,0.40860908,7.99021737,6.92071,1.26269981,424,409,323,271,357,96,Producer Manufacturing,3.31966359,17.07200183,18.4018887,10%,1.95E+11,1.87E+12,328,87,375,386,294,321,IHI CORPORATION
TSE:6976,6976,6976,3800,4.77E+11,-31.03448276,-7.31707317,-25.60%,438,1.36343569,8.87401198,91.6355,1.57272549,223,385,38,225,218,283,Electronic Technology,11.68956858,18.71218518,35.59791679,25%,1.23E+11,4.99E+11,61,75,193,176,126,81,TAIYO YUDEN CO LTD
TSE:2651,2651,2651,4705,4.71E+11,-11.56015038,0,-11.60%,316,0.67620931,29.71025725,5.192,1.72669134,342,90,331,206,242,245,Retail Trade,1.17894737,5.6547455,60.0637854,30%,4.19E+11,1.38E+12,424,391,64,129,252,251,LAWSON INC
TSE:2002,2002,2002,1566,4.66E+11,-14.75231355,9.28122819,-22.00%,419,0.68903665,25.62262991,43.9313,1.04258074,337,123,103,310,218,282,Process Industries,2.56787917,4.10969375,21.52598153,20%,1.48E+11,7.37E+11,362,432,343,234,343,386,NISSHIN SEIFUN GROUP INC
TSE:2433,2433,2433,1244,4.65E+11,-34.17989418,12.07207207,-41.30%,484,0.51927563,8.68494321,125.191,1.29810911,389,392,24,264,267,204,Commercial Services,5.81076027,15.45431315,41.70937062,40%,3.77E+11,9.37E+11,204,108,147,60,130,86,HAKUHODO DY HLDGS INC
TSE:8303,8303,8303,2265,4.62E+11,17.17537506,15.79754601,1.20%,204,1.68036881,212.4796309,,0.51761671,178,6,,463,216,286,Finance,0.02583046,0.30027097,,,,1.09E+13,477,477,,,477,494,SHINSEI BANK
TSE:8227,8227,8227,12500,4.59E+11,29.1322314,2.12418301,26.40%,46,0.78554255,11.89464013,17.9097,1.11771031,318,310,233,294,289,179,Retail Trade,8.16282102,9.3669698,34.28803632,41%,2.00E+11,4.91E+11,113,264,204,57,160,120,SHIMAMURA CO
TSE:1911,1911,1911,2268,4.53E+11,6.42890662,-2.74442539,9.40%,134,0.32105167,4.28510938,7.23883,0.91922764,452,465,319,350,397,42,Consumer Durables,8.00619979,21.31423056,23.62155148,21%,3.22E+11,1.50E+12,121,49,319,220,177,148,SUMITOMO FORESTRY CO
TSE:6324,6324,6324,4685,4.51E+11,-11.10056926,0.75268817,-11.80%,320,7.78193049,66.01278488,126.26,4.49393746,29,26,23,63,35,481,Producer Manufacturing,4.63631517,6.6826789,38.23882116,14%,20112265000,1.48E+11,261,368,168,343,285,310,HARMONIC DRIVE SYSTEMS
TSE:9048,9048,9048,2290,4.50E+11,15.94936709,0.43859649,15.40%,97,1.00095817,36.47468641,,1.19785183,279,63,,280,207,297,Transportation,1.13251373,3.54943621,10.82229935,4%,46007000000,1.19E+12,428,447,441,450,442,477,NAGOYA RAILROAD CO
TSE:6967,6967,6967,3300,4.46E+11,-12.4668435,-8.33333333,-4.50%,256,1.60945015,7.04906541,37.3703,2.16682218,191,429,121,160,225,272,Electronic Technology,21.12145209,32.67750619,33.62715078,26%,86058000000,3.37E+11,13,18,209,167,102,55,SHINKO ELECTRIC INDUSTRIES CO
TSE:4912,4912,4912,1551,4.41E+11,-18.1530343,-4.67117394,-14.10%,349,1.25949613,19.07103358,,1.8305726,235,201,,194,210,292,Consumer Non-Durables,5.78642312,9.69683257,46.40076149,43%,1.79E+11,4.13E+11,205,251,117,47,155,111,LION CORP
TSE:4581,4581,4581,5290,4.34E+11,-17.2143975,2.91828794,-19.60%,400,1.61128474,24.5670179,41.909,0.58079714,190,137,109,450,222,279,Health Technology,1.98766779,2.37306185,60.68188801,18%,1.64E+11,9.03E+11,394,465,63,272,299,333,TAISHO PHARMACEUTICAL HLDG CO LTD
TSE:6361,6361,6361,4700,4.33E+11,-22.95081967,-6.93069307,-17.20%,375,0.74483872,9.90198903,16.458,1.40185452,325,361,243,248,294,172,Producer Manufacturing,6.07979743,13.90904655,29.54712328,22%,1.71E+11,7.75E+11,191,133,253,210,197,179,EBARA CORP
TSE:3774,3774,3774,2346,4.31E+11,19.23761118,-2.25,22.00%,63,1.82788338,24.9932584,11.3019,3.97793266,157,133,300,73,166,346,Communications,7.47472084,16.71836799,22.84656757,21%,48500016000,2.26E+11,134,91,325,218,192,172,INTERNET INITIATIVE JAPAN INC
TSE:1963,1963,1963,1702,4.30E+11,52.10008937,-12.62833676,74.10%,4,1.0151094,13.53207621,34.192,1.12349126,276,277,133,292,245,237,Industrial Services,4.56088871,8.48665668,11.86945443,7%,47415000000,7.12E+11,264,297,432,425,355,394,JGC HOLDINGS CORPORATION
TSE:9006,9006,9006,1555,4.28E+11,19.61538462,4.08299866,14.90%,101,1.63460105,35.45364914,21.0677,1.7027474,187,64,207,208,167,345,Transportation,1.32994096,4.7437745,25.1845344,4%,37408000000,9.12E+11,419,412,306,445,396,435,KEIKYU CORPORATION
TSE:8804,8804,8804,2045,4.27E+11,18.89534884,-3.67404616,23.40%,59,1.27701964,8.6749684,9.62364,1.04231412,231,393,309,311,311,154,Finance,3.02278201,11.63062197,28.69452581,6%,92544000000,1.67E+12,343,188,262,434,307,340,TOKYO TATEMONO CO
TSE:1808,1808,1808,1552,4.26E+11,2.50990753,-6.05326877,9.10%,136,0.4702708,8.04910315,20.1993,1.02385223,399,407,211,319,334,123,Consumer Durables,5.46028366,13.11575769,16.02159393,14%,1.46E+11,1.02E+12,227,151,401,334,278,304,HASEKO CORPORATION
TSE:4403,4403,4403,5150,4.24E+11,-11.05354059,1.37795276,-12.30%,331,2.22950743,14.18330823,31.692,1.93634633,121,262,150,180,178,328,Process Industries,10.73902838,14.14279559,36.25886305,24%,69855000000,2.94E+11,72,129,190,189,145,105,NOF CORP
TSE:3391,3391,3391,8680,4.22E+11,-37.37373737,2.11764706,-38.70%,477,0.46694609,20.025842,46.2945,1.63768061,401,192,98,216,227,268,Retail Trade,4.03229766,8.13437683,29.75876221,52%,2.71E+11,5.21E+11,296,307,249,25,219,219,TSURUHA HOLDINGS INC
TSE:9024,9024,9024,1400,4.20E+11,9.63194988,-9.32642487,20.90%,65,1.10885668,19.00506845,,1.41332434,257,202,,247,235,252,Consumer Services,1.38820716,7.56314457,10.06596903,1%,24009000000,1.64E+12,417,332,449,468,417,460,SEIBU HOLDINGS INC
TSE:9045,9045,9045,3920,4.20E+11,27.89559543,6.37720488,20.20%,71,1.66773429,25.51981933,,1.71207335,180,124,,207,170,338,Transportation,2.2480475,6.75003001,22.51505281,6%,46501000000,7.40E+11,381,363,326,426,374,417,KEIHAN HOLDINGS CO LTD
TSE:6460,6460,6460,1874,4.14E+11,14.26829268,-3.99590164,19.00%,77,1.37870503,11.82361246,18.4424,1.44074481,220,313,229,241,251,229,Technology Services,8.98161066,12.88724182,39.36847567,37%,1.54E+11,4.19E+11,95,157,161,75,122,80,SEGA SAMMY HLDGS INC
TSE:8369,8369,8369,5460,4.13E+11,4,-0.18281536,4.20%,174,3.29837316,20.2390773,,0.38216689,78,184,,488,250,232,Finance,0.16957009,1.86364438,,,,1.19E+13,470,470,,,470,489,BANK OF KYOTO
TSE:9989,9989,9989,3520,4.12E+11,1.58730159,0.42796006,1.20%,205,0.64883987,18.02778081,74.4855,1.90815804,346,215,54,187,201,302,Retail Trade,7.35806188,10.85203586,24.15667166,48%,1.57E+11,3.26E+11,138,210,316,34,175,137,SUNDRUG CO LTD
TSE:4506,4506,4506,1025,4.07E+11,-46.69786791,0.88582677,-47.20%,492,0.73849315,4.9998391,37.5944,0.68035876,327,457,120,421,331,129,Health Technology,6.12814815,13.26632731,72.02262555,26%,3.71E+11,1.42E+12,186,150,35,163,134,92,SUMITOMO PHARMA CO LTD
TSE:9831,9831,9831,486,4.06E+11,4.51612903,0.62111801,3.90%,176,0.24902263,8.52009175,,0.61455106,476,397,,440,438,17,Retail Trade,3.64223783,7.4956759,28.54797423,34%,4.43E+11,1.32E+12,314,334,264,103,254,257,YAMADA HOLDINGS CO LTD
TSE:8060,8060,8060,3120,4.05E+11,23.12549329,-1.26582278,24.70%,54,0.74120227,12.13025782,32.6677,1.09406684,326,306,144,297,268,203,Distribution Services,6.51153633,9.11485774,34.57125769,36%,1.90E+11,5.29E+11,164,273,201,81,180,155,CANON MARKETING JAPAN INC
TSE:7936,7936,7936,2206,4.04E+11,-22.70497547,-14.79335651,-9.30%,298,1.05298588,40.12353142,11.9007,2.90452002,270,50,290,119,182,325,Consumer Non-Durables,2.80387041,6.40089261,45.66296085,46%,1.87E+11,4.02E+11,349,374,121,40,221,221,ASICS CORP
TSE:7012,7012,7012,2388,4.00E+11,-0.25062657,-2.21130221,2.00%,192,0.26862435,23.20145392,4.73693,0.84193979,470,153,335,371,332,127,Electronic Technology,0.82795074,3.62959739,16.84443351,11%,2.57E+11,2.25E+12,438,444,392,371,411,457,KAWASAKI HEAVY INDUSTRIES
