Momentum Rank,Value Rank,Profitability Rank,Ticker_s,Ticker,Name,MKT CAP (US$M),Sector,1Y Return,P/S,P/E,P/FCF,P/B,ROA,ROE,Gross margin,GPOA
232,310,178,CHD,CHD,"Church & Dwight Company, Inc."," 17,779 ",Consumer Non-Durables,-13.09665163,3.5,23,40.8,5.4,10%,23%,40%,25%
357,205,144,DOV,DOV,Dover Corporation," 17,523 ",Producer Manufacturing,-25.5515802,2.2,14.8,40.1,4.1,11%,30%,36%,28%
494,325,379,DASH,DASH,"DoorDash, Inc."," 17,462 ",Technology Services,-78.94614346,3.1,,100.5,3.4,-9%,-11%,45%,24%
186,317,163,BRO,BRO,"Brown & Brown, Inc."," 17,379 ",Finance,-5.16337855,5.5,28.2,24.7,4.1,6%,15%,95%,24%
223,99,487,IEP,IEP,Icahn Enterprises L.P. - Depositary," 17,374 ",Producer Manufacturing,-5.14537445,1.1,,,3.7,-2%,-9%,13%,9%
177,352,216,QSR,QSR,Restaurant Brands International Inc.," 17,341 ",Consumer Services,-6.88013136,4.6,21.7,45.3,7.7,4%,34%,57%,15%
280,7,270,HPE,HPE,Hewlett Packard Enterprise Company," 17,332 ",Electronic Technology,-12.58922777,0.6,4.6,7.1,0.8,7%,20%,32%,16%
427,435,87,WST,WST,"West Pharmaceutical Services, Inc."," 17,244 ",Health Technology,-44.1253389,6.2,25.7,128,7.4,22%,31%,41%,35%
259,282,228,JBHT,JBHT,"J.B. Hunt Transport Services, Inc."," 17,162 ",Transportation,-15.25093556,1.4,16.8,143.4,5.4,14%,31%,11%,18%
492,464,287,PLTR,PLTR,Palantir Technologies Inc.," 17,112 ",Technology Services,-65.64442603,10,,99.1,7.5,-17%,-24%,79%,37%
57,72,441,CNP,CNP,"CenterPoint Energy, Inc (Holding Co)"," 17,003 ",Utilities,1.50319429,1.9,10.9,,1.9,3%,10%,22%,5%
61,46,79,STLD,STLD,"Steel Dynamics, Inc."," 16,968 ",Non-Energy Minerals,45.71114944,1,3.8,13,2.7,34%,64%,28%,35%
343,400,264,XYL,XYL,Xylem Inc.," 16,912 ",Producer Manufacturing,-25.86097946,3.2,39.2,171.4,5.1,5%,14%,37%,24%
316,403,10,WAT,WAT,Waters Corporation," 16,892 ",Health Technology,-20.67259026,6.1,24,39.4,45.4,23%,213%,58%,53%
484,321,369,SPOT,SPOT,Spotify Technology S.A.," 16,848 ",Technology Services,-64.67402127,1.5,,135.7,7,0%,-1%,26%,39%
182,227,335,AMCR,AMCR,Amcor plc," 16,826 ",Process Industries,-6.22406639,1.1,20.6,70.6,4,5%,18%,19%,16%
246,379,107,CLX,CLX,Clorox Company (The)," 16,781 ",Consumer Non-Durables,-15.37792684,2.3,35.7,,29.5,7%,96%,35%,40%
303,369,326,STE,STE,STERIS plc (Ireland)," 16,724 ",Health Technology,-26.26984127,3.6,44.3,109.8,2.5,3%,6%,44%,18%
79,446,304,BMRN,BMRN,BioMarin Pharmaceutical Inc.," 16,695 ",Health Technology,19.58283513,8.8,350.9,77.3,3.8,1%,1%,72%,21%
151,247,418,CAG,CAG,"ConAgra Brands, Inc."," 16,625 ",Consumer Non-Durables,2.96823983,1.4,28.8,121.9,1.9,3%,7%,24%,13%
350,130,407,NTRS,NTRS,Northern Trust Corporation," 16,605 ",Finance,-36.92003167,2.5,10.5,39.3,1.4,1%,14%,0%,
225,405,240,BR,BR,"Broadridge Financial Solutions, Inc."," 16,587 ",Technology Services,-22.14368546,2.9,30.9,136.5,8.6,7%,29%,28%,20%
16,477,5,TPL,TPL,Texas Pacific Land Corporation," 16,510 ",Miscellaneous,68.44543542,35.2,41.8,58.9,24.4,54%,64%,88%,50%
376,170,257,PKI,PKI,"PerkinElmer, Inc."," 16,479 ",Health Technology,-26.24293785,2.9,23.6,18.4,2.2,6%,12%,50%,19%
267,207,334,TDY,TDY,Teledyne Technologies Incorporated," 16,425 ",Electronic Technology,-20.02920641,3.3,23.9,26.8,2.1,5%,9%,39%,13%
468,194,491,NIO,NIO,NIO Inc.," 16,396 ",Consumer Durables,-71.62743609,3.1,,,2.8,-12%,-33%,16%,7%
133,210,481,AES,AES,The AES Corporation," 16,351 ",Utilities,-1.76565008,1.4,,,7.9,-1%,-8%,21%,8%
19,277,490,AZPN,AZPN,"Aspen Technology, Inc."," 16,342 ",Technology Services,57.12736959,16,,,1.3,0%,0%,0%,4%
202,284,244,DRI,DRI,"Darden Restaurants, Inc."," 16,317 ",Consumer Services,-6.87993295,1.8,18.3,54.4,7.5,9%,38%,16%,16%
486,355,77,ALGN,ALGN,"Align Technology, Inc."," 16,221 ",Health Technology,-66.02202261,4,25.4,67.9,4.3,11%,18%,73%,51%
464,273,108,GRMN,GRMN,Garmin Ltd.," 15,963 ",Electronic Technology,-49.23643054,3.1,15.4,121.7,2.6,13%,18%,57%,37%
272,91,183,DGX,DGX,Quest Diagnostics Incorporated," 15,946 ",Health Services,-7.31327098,1.6,13.3,14.6,2.5,9%,19%,38%,31%
191,146,394,WAB,WAB,Westinghouse Air Brake Technologies Corporation," 15,812 ",Producer Manufacturing,-7.08382527,2,24.6,20.4,1.5,3%,6%,28%,12%
469,398,365,CHWY,CHWY,"Chewy, Inc."," 15,801 ",Retail Trade,-43.27769347,1.6,,683.7,993.2,-3%,-57%,26%,98%
296,117,461,CINF,CINF,Cincinnati Financial Corporation," 15,799 ",Finance,-17.03728473,1.7,30.4,11.8,1.2,2%,5%,0%,
108,112,429,CMS,CMS,CMS Energy Corporation," 15,795 ",Utilities,-10.75586162,2.1,11.9,,2.4,3%,12%,19%,5%
364,82,393,KEY,KEY,KeyCorp," 15,762 ",Finance,-29.58333333,2.1,7.2,36.1,1,1%,14%,0%,
265,494,240,PODD,PODD,Insulet Corporation," 15,755 ",Health Technology,-24.21713294,13.3,430.8,,26.4,2%,8%,67%,36%
143,268,18,INCY,INCY,Incyte Corporation," 15,699 ",Health Technology,6.85844058,5.1,16.2,28.7,4,20%,27%,93%,53%
321,47,293,FOX,FOX,Fox Corporation," 15,657 ",Consumer Services,-31.23287671,1.1,13,13.3,1.3,5%,11%,32%,20%
436,26,202,SYF,SYF,Synchrony Financial," 15,614 ",Finance,-37.52891288,1.6,4.6,4,1.3,4%,27%,92%,11%
240,129,46,HOLX,HOLX,"Hologic, Inc."," 15,606 ",Health Technology,-14.55713505,2.8,10.4,9.1,3.7,17%,34%,62%,40%
289,483,57,MPWR,MPWR,"Monolithic Power Systems, Inc."," 15,573 ",Electronic Technology,-33.58277458,12.6,45.6,203.3,11.8,21%,27%,58%,38%
131,439,106,FDS,FDS,FactSet Research Systems Inc.," 15,502 ",Technology Services,-3.68381205,8.4,39,41,11.4,13%,34%,53%,24%
440,158,376,BALL,BALL,Ball Corporation," 15,464 ",Process Industries,-46.82805577,1.2,21.4,,4.3,4%,21%,13%,10%
183,395,166,IEX,IEX,IDEX Corporation," 15,393 ",Producer Manufacturing,-6.22126173,5.5,29.7,54.5,5.4,11%,19%,45%,28%
233,125,489,MKL,MKL,Markel Corporation," 15,377 ",Finance,-14.16063259,1.2,637.9,8.1,1.1,0%,1%,0%,
47,221,370,TRGP,TRGP,"Targa Resources, Inc."," 15,358 ",Energy Minerals,20.06730429,0.9,84.8,7.4,7.5,3%,20%,12%,14%
425,244,186,EXPE,EXPE,"Expedia Group, Inc."," 15,326 ",Consumer Services,-40.42018866,1.6,46.5,9,7.1,2%,26%,77%,25%
204,176,246,EDR,EDR,"Endeavor Group Holdings, Inc."," 15,265 ",Consumer Services,-12.73166801,1.1,15.9,41.3,4.5,3%,24%,48%,19%
192,68,455,AGR,AGR,"Avangrid, Inc."," 15,245 ",Utilities,-25.16606567,2,16.6,,0.8,2%,5%,27%,4%
83,215,371,SJM,SJM,J.M. Smucker Company (The) New," 15,217 ",Consumer Non-Durables,17.0957691,1.9,25.9,49.1,1.8,4%,7%,30%,15%
341,135,128,EXPD,EXPD,"Expeditors International of Washington, Inc."," 15,206 ",Transportation,-22.08064381,0.9,9.9,36.1,4.3,23%,47%,14%,32%
76,202,248,CPB,CPB,Campbell Soup Company," 15,043 ",Consumer Non-Durables,21.49419729,1.8,19.9,30.5,4.5,6%,23%,30%,22%
496,58,378,COIN,COIN,"Coinbase Global, Inc."," 14,945 ",Technology Services,-78.72163098,1.8,,5.1,2.2,0%,-5%,80%,6%
78,255,214,FMC,FMC,FMC Corporation," 14,762 ",Process Industries,26.41570489,3,21.3,30,4.8,7%,25%,43%,20%
89,349,383,HWM,HWM,Howmet Aerospace Inc.," 14,693 ",Electronic Technology,14.83766234,3,38.2,59.9,4.2,4%,11%,24%,11%
250,182,381,J,J,Jacobs Solutions Inc.," 14,677 ",Industrial Services,-15.63118903,1.1,31.7,33.9,2.5,3%,8%,21%,19%
452,250,130,HZNP,HZNP,Horizon Therapeutics Public Limited Company," 14,671 ",Health Technology,-44.15504692,4.6,19.3,26.5,3.1,9%,17%,75%,27%
382,231,463,ICLR,ICLR,ICON plc," 14,511 ",Commercial Services,-35.90103717,2.2,69.3,29.9,1.8,2%,4%,20%,7%
300,228,29,NLOK,NLOK,NortonLifeLock Inc.," 14,509 ",Technology Services,-16.63479924,4.6,15,23.9,,13%,0%,82%,37%
482,403,135,PINS,PINS,"Pinterest, Inc."," 14,479 ",Technology Services,-65.27216928,6.9,72.7,35.5,5,7%,8%,79%,55%
432,74,112,BBY,BBY,"Best Buy Co., Inc."," 14,357 ",Retail Trade,-44.26186522,0.3,8.4,13.3,4.7,10%,49%,22%,75%
185,267,57,CHKP,CHKP,Check Point Software Technologies Ltd.," 14,336 ",Technology Services,-6.63236135,7,18.6,13.2,4.5,14%,25%,87%,34%
247,116,291,OMC,OMC,Omnicom Group Inc.," 14,311 ",Commercial Services,-6.2767094,1,10.9,23,4.4,5%,43%,18%,10%
360,254,38,NTAP,NTAP,"NetApp, Inc."," 14,259 ",Electronic Technology,-27.46572313,2.3,15,31.1,16.4,10%,138%,66%,44%
59,169,396,ATO,ATO,Atmos Energy Corporation," 14,233 ",Utilities,7.54756871,3.8,18.2,,1.7,4%,9%,31%,6%
30,314,229,CSL,CSL,Carlisle Companies Incorporated," 14,166 ",Producer Manufacturing,25.63879077,3,19.1,73.5,5.3,11%,28%,29%,16%
231,76,142,LKQ,LKQ,LKQ Corporation," 14,128 ",Consumer Durables,-6.97951707,1.1,11.9,16.7,2.5,10%,21%,39%,42%
15,36,86,APA,APA,APA Corporation," 14,103 ",Energy Minerals,57.97366496,2,4.7,4.4,,23%,0%,51%,25%
2,59,385,EQT,EQT,EQT Corporation," 13,994 ",Energy Minerals,78.67924528,1.9,,11.6,1.5,-4%,-9%,60%,13%
397,455,348,TYL,TYL,"Tyler Technologies, Inc."," 13,969 ",Technology Services,-34.95517822,8.9,79.3,65.9,6,4%,8%,39%,14%
126,2,345,CRBG,CRBG,Corebridge Financial Inc.," 13,958 ",Finance,5.56097561,0.6,1.2,,0.5,0%,0%,50%,4%
285,226,156,AVY,AVY,Avery Dennison Corporation," 13,898 ",Process Industries,-20.28337062,1.7,18.5,31.8,7.2,10%,42%,27%,29%
407,291,188,TRMB,TRMB,Trimble Inc.," 13,839 ",Electronic Technology,-35.35400278,3.7,26.1,31.5,3.4,7%,13%,54%,28%
498,153,435,TWLO,TWLO,Twilio Inc.," 13,817 ",Technology Services,-79.26058274,4.3,,,1.2,-8%,-10%,46%,10%
130,15,297,BG,BG,Bunge Limited Bunge Limited," 13,792 ",Process Industries,3.65296804,0.2,7.7,,1.8,7%,22%,7%,19%
101,422,116,JKHY,JKHY,"Jack Henry & Associates, Inc."," 13,652 ",Technology Services,9.26271582,7,37.6,40,9.8,15%,27%,42%,33%
320,247,190,AKAM,AKAM,"Akamai Technologies, Inc."," 13,651 ",Technology Services,-20.80413132,4,23.9,22.6,3,7%,13%,59%,25%
456,283,172,ZBRA,ZBRA,Zebra Technologies Corporation," 13,623 ",Electronic Technology,-50.01805157,2.5,27.9,31.8,4.6,8%,19%,43%,34%
466,114,431,SIVB,SIVB,SVB Financial Group," 13,591 ",Finance,-67.3387383,2.9,11.2,23.5,1.4,1%,12%,0%,
443,154,119,SWKS,SWKS,"Skyworks Solutions, Inc."," 13,500 ",Electronic Technology,-49.00606061,2.7,10.4,34.5,2.5,16%,25%,46%,29%
471,385,423,BILL,BILL,"Bill.com Holdings, Inc."," 13,459 ",Technology Services,-56.36153506,20.2,,,3.3,-4%,-10%,69%,4%
170,173,442,FCNCA,FCNCA,"First Citizens BancShares, Inc."," 13,432 ",Finance,-1.41958775,4.2,15.2,,1.9,1%,10%,0%,
196,24,457,L,L,Loews Corporation," 13,373 ",Finance,-3.86280963,1,12.5,7.1,0.8,1%,6%,0%,
69,278,170,BAH,BAH,Booz Allen Hamilton Holding Corporation," 13,369 ",Commercial Services,23.84162785,1.6,26.2,26.5,12.6,9%,48%,22%,31%
136,103,402,EVRG,EVRG,"Evergy, Inc."," 13,349 ",Utilities,-9.53491989,2.3,16,,1.4,3%,9%,32%,6%
365,81,229,MGM,MGM,MGM Resorts International," 13,334 ",Consumer Services,-27.82978723,1.6,4.5,24.6,2.4,7%,54%,39%,7%
268,76,352,TXT,TXT,Textron Inc.," 13,314 ",Electronic Technology,-15.11800405,1.1,16.8,14.5,1.9,5%,12%,17%,17%
292,123,90,NVR,NVR,"NVR, Inc."," 13,284 ",Consumer Durables,-19.4197802,1.8,9.5,18.6,4.4,27%,51%,26%,37%
450,193,281,AVTR,AVTR,"Avantor, Inc."," 13,231 ",Process Industries,-49.17141378,1.6,22.4,32.5,3.8,5%,17%,34%,16%
301,38,497,UAL,UAL,"United Airlines Holdings, Inc."," 13,221 ",Transportation,-12.42962321,0.5,,,2.5,-1%,-15%,5%,-5%
249,382,81,PTC,PTC,PTC Inc.," 13,202 ",Technology Services,-12.70679612,7.1,25.7,40.4,6.2,11%,26%,78%,31%
31,445,477,WOLF,WOLF,"Wolfspeed, Inc."," 13,137 ",Electronic Technology,17.1966759,16.4,,,5.2,-8%,-13%,32%,6%
39,329,457,FSLR,FSLR,"First Solar, Inc."," 13,068 ",Electronic Technology,17.70353303,4.3,67.3,,2.1,3%,3%,14%,10%
200,110,337,LDOS,LDOS,"Leidos Holdings, Inc."," 13,025 ",Electronic Technology,-4.97110978,1,18.1,17.5,3.1,6%,18%,15%,16%
27,130,431,FHN,FHN,First Horizon Corporation," 12,981 ",Finance,40.15063731,4.3,16.2,3.6,1.7,1%,11%,0%,
479,493,342,MDB,MDB,"MongoDB, Inc."," 12,979 ",Technology Services,-62.38475477,14.1,,4529.8,19.3,-15%,-54%,71%,25%
42,43,72,OVV,OVV,Ovintiv Inc. (DE)," 12,969 ",Energy Minerals,28.85295604,1.3,5.5,6,2.6,17%,50%,45%,28%
458,473,298,SPLK,SPLK,Splunk Inc.," 12,886 ",Technology Services,-52.5748503,4.7,,170.6,56.2,-18%,-443%,74%,37%
20,18,335,DINO,DINO,HF Sinclair Corporation," 12,852 ",Energy Minerals,60.36255411,0.5,7.6,,1.7,10%,22%,9%,6%
399,289,292,COO,COO,"The Cooper Companies, Inc."," 12,829 ",Health Technology,-36.81895504,4.4,29.5,39.8,1.8,4%,6%,60%,16%
367,232,165,FLT,FLT,"FleetCor Technologies, Inc."," 12,788 ",Commercial Services,-37.7733163,4.9,14.1,17.3,4.5,7%,30%,72%,14%
478,447,25,ETSY,ETSY,"Etsy, Inc."," 12,776 ",Retail Trade,-56.6183741,6.1,34.4,51.5,19.7,12%,74%,71%,46%
487,480,262,HUBS,HUBS,"HubSpot, Inc."," 12,748 ",Technology Services,-66.44335175,9.6,,129.1,14.4,-4%,-11%,81%,46%
205,339,349,CBOE,CBOE,"Cboe Global Markets, Inc."," 12,714 ",Finance,-6.34424564,3.7,61,39.7,3.5,3%,6%,39%,18%
371,370,373,TW,TW,Tradeweb Markets Inc.," 12,688 ",Finance,-35.88012319,10.2,43.3,41.8,2.3,4%,6%,0%,15%
446,1,277,PARA,PARA,Paramount Global," 12,596 ",Consumer Services,-50.51098311,0.4,3.7,,0.6,6%,15%,33%,18%
447,306,498,RCL,RCL,D/B/A Royal Caribbean Cruises Ltd.," 12,549 ",Consumer Services,-41.5051718,7.8,,,2.4,-13%,-79%,-35%,-7%
396,22,448,AER,AER,AerCap Holdings N.V.," 12,532 ",Finance,-19.68863029,1.7,,5.1,0.7,-2%,-9%,52%,4%
500,411,351,SNAP,SNAP,Snap Inc.," 12,518 ",Technology Services,-89.62705521,4.1,,269.3,4.6,-15%,-35%,58%,27%
422,281,485,OWL,OWL,Blue Owl Capital Inc.," 12,494 ",Finance,-47.25663717,4.3,,47.9,2.1,-1%,-5%,0%,8%
114,164,413,LNT,LNT,Alliant Energy Corporation," 12,486 ",Utilities,-11.97594198,3.3,17.6,,2,4%,12%,25%,5%
168,194,288,DAR,DAR,Darling Ingredients Inc.," 12,469 ",Consumer Non-Durables,0.85614217,2.6,17.6,26.9,3.6,10%,21%,20%,12%
480,14,127,RKT,RKT,"Rocket Companies, Inc."," 12,415 ",Finance,-62.7578079,1.3,4.7,3.7,1.2,1%,31%,99%,40%
219,356,103,NDSN,NDSN,Nordson Corporation," 12,388 ",Producer Manufacturing,-11.79322144,5.3,25.6,36.4,5.7,13%,23%,56%,35%
459,397,125,WMG,WMG,Warner Music Group Corp.," 12,279 ",Commercial Services,-50.48785551,2.3,28.8,77.6,398.2,6%,362%,42%,29%
385,138,290,SSNC,SSNC,"SS&C Technologies Holdings, Inc."," 12,249 ",Technology Services,-34.9539545,2.5,17.6,18.2,2,4%,12%,48%,14%
491,431,146,MTCH,MTCH,"Match Group, Inc."," 12,168 ",Technology Services,-72.95087123,4.4,134.4,48.4,,3%,0%,61%,49%
419,203,313,CTLT,CTLT,"Catalent, Inc."," 12,166 ",Health Technology,-48.78455131,2.5,24.2,,2.6,5%,11%,34%,16%
392,255,23,TER,TER,"Teradyne, Inc."," 12,115 ",Electronic Technology,-33.53690005,3.7,15.5,33.4,4.7,23%,35%,60%,63%
245,20,163,WLK,WLK,Westlake Corporation," 12,035 ",Process Industries,-7.24852071,1,4.1,7.9,1.5,16%,35%,31%,17%
118,361,162,GDDY,GDDY,GoDaddy Inc.," 12,027 ",Technology Services,9.79831212,3.4,36.8,18.7,155,5%,0%,57%,33%
