Momentum Rank,Value Rank,Profitability Rank,Ticker_s,Ticker,Name,MKT CAP (US$M),Sector,1Y Return,P/S,P/E,P/FCF,P/B,ROA,ROE,Gross margin,GPOA
9,479,412,DRE,DRE,DREADNOUGHT RESOURCES LTD, 192 ,Non-Energy Minerals,156%,,,,15.3,-8%,-9%,,0%
437,1,372,BMN,BMN,BANNERMAN ENERGY LTD, 191 ,Non-Energy Minerals,-47%,,,,0.3,-4%,-4%,,0%
12,434,143,MAY,MAY,MELBANA ENERGY LIMITED, 189 ,Energy Minerals,230%,,32.6,,6.9,19%,29%,,0%
390,482,344,LOT,LOT,LOTUS RESOURCES LIMITED, 188 ,Non-Energy Minerals,-36%,113,,,17.9,-15%,-64%,100%,4%
152,64,32,BSE,BSE,BASE RESOURCES LIMITED, 188 ,Non-Energy Minerals,-15%,0.8,2.8,37.5,0.6,20%,25%,53%,35%
371,91,240,LGL,LGL,LYNCH GROUP HOLDINGS LIMITED, 186 ,Distribution Services,-31%,0.8,14.9,,1.2,5%,8%,13%,12%
396,151,27,BST,BST,BEST & LESS GROUP HOLDINGS LTD, 186 ,Retail Trade,-32%,0.5,8.1,5.6,4.1,10%,62%,48%,66%
312,20,454,WMI,WMI,WAM MICROCAP LIMITED, 185 ,Miscellaneous,-32%,,,,1.1,-11%,-12%,,-20%
359,32,251,MAH,MAH,MACMAHON HOLDINGS LIMITED, 185 ,Non-Energy Minerals,-33%,0.2,10.8,5.5,0.5,2%,5%,16%,21%
101,148,300,KSC,KSC,K & S CORPORATION LIMITED, 185 ,Transportation,22%,0.4,16.7,61.8,1,3%,6%,7%,8%
330,2,449,PAI,PAI,PLATINUM ASIA INVESTMENTS LIMITED, 184 ,Miscellaneous,-28%,,,,0.7,-11%,-11%,,-17%
193,403,405,NWF,NWF,NEWFIELD RESOURCES LIMITED, 183 ,Non-Energy Minerals,-14%,132.4,,,2.9,-6%,-10%,-73%,-1%
484,22,328,AIS,AIS,AERIS RESOURCES LIMITED, 183 ,Non-Energy Minerals,-69%,0.1,16.6,,0.6,2%,3%,8%,7%
65,156,167,COG,COG,COG FINANCIAL SERVICES LIMITED, 182 ,Miscellaneous,11%,0.9,23,1.5,1.7,4%,12%,33%,20%
379,127,148,AGI,AGI,AINSWORTH GAME TECHNOLOGY LIMITED, 180 ,Producer Manufacturing,-38%,1.3,23.8,6.7,0.9,3%,4%,63%,34%
433,463,492,QPM,QPM,QUEENSLAND PACIFIC METALS LIMITED, 180 ,Non-Energy Minerals,-39%,,,,9.9,-142%,-182%,,0%
223,257,362,GNX,GNX,GENEX POWER LIMITED, 179 ,Utilities,-11%,9.7,,,1.4,-1%,-2%,,
212,26,385,CDM,CDM,CADENCE CAPITAL LIMITED, 178 ,Miscellaneous,-12%,,,2,0.9,-1%,-1%,,-2%
495,83,133,CCX,CCX,CITY CHIC COLLECTIVE LIMITED, 178 ,Retail Trade,-81%,0.8,12.5,,1.3,7%,11%,26%,27%
405,347,325,TRJ,TRJ,TRAJAN GROUP HOLDINGS LIMITED, 176 ,Commercial Services,-43%,2.4,151.2,,2.4,1%,2%,13%,7%
436,109,197,BVS,BVS,BRAVURA SOLUTIONS LIMITED., 174 ,Technology Services,-61%,1,9.3,27.5,0.8,7%,9%,22%,13%
497,415,449,LIS,LIS,LI-S ENERGY LIMITED, 173 ,Producer Manufacturing,-82%,,,,5.5,-17%,-17%,,0%
372,345,264,ARX,ARX,AROA BIOSURGERY LIMITED, 173 ,Health Technology,-29%,7.3,,,2.9,-9%,-11%,76%,27%
49,169,384,HFR,HFR,HIGHFIELD RESOURCES LIMITED, 173 ,Non-Energy Minerals,27%,,,,2.1,-6%,-6%,,0%
465,94,252,BTH,BTH,BIGTINCAN HOLDINGS LIMITED, 172 ,Technology Services,-59%,2,,,1.2,-9%,-13%,88%,31%
460,48,377,BCI,BCI,BCI MINERALS LIMITED, 172 ,Non-Energy Minerals,-55%,3.3,,,0.6,-4%,-5%,2%,0%
453,280,283,SYM,SYM,SYMBIO HOLDINGS LIMITED, 171 ,Communications,-55%,1.4,48.6,24.5,1.7,3%,4%,13%,12%
29,335,391,ICT,ICT,ICOLLEGE LIMITED, 169 ,Consumer Services,96%,4.3,,13.4,3.9,-12%,-27%,10%,3%
44,188,98,LYL,LYL,LYCOPODIUM LIMITED, 167 ,Industrial Services,49%,1.2,9.8,9.2,2.6,14%,29%,19%,19%
496,305,431,ASM,ASM,AUSTRALIAN STRATEGIC MATERIALS LIMITED, 166 ,Non-Energy Minerals,-82%,143.5,,,1.4,-10%,-12%,-553%,-4%
197,288,248,CVC,CVC,CVC LIMITED, 166 ,Finance,1%,3.5,40.3,,1.4,2%,3%,40%,10%
448,309,382,FDV,FDV,FRONTIER DIGITAL VENTURES LIMITED, 165 ,Technology Services,-53%,4.8,,,2.5,-12%,-17%,11%,3%
168,106,125,EGG,EGG,ENERO GROUP LIMITED, 164 ,Commercial Services,-10%,0.5,10.2,6.8,,10%,18%,14%,25%
191,493,494,RHY,RHY,RHYTHM BIOSCIENCES LIMITED, 162 ,Health Technology,-4%,,,,33.4,-153%,-194%,,-1%
268,111,296,ABA,ABA,AUSWIDE BANK LTD, 162 ,Finance,-16%,2.1,9.5,8.7,0.9,1%,10%,,
480,179,470,FZO,FZO,FAMILY ZONE CYBER SAFETY LIMITED, 161 ,Technology Services,-59%,4,,,1.3,-43%,-65%,-89%,-20%
463,407,463,IMM,IMM,IMMUTEP LIMITED, 161 ,Health Technology,-49%,1470,,,2.7,-35%,-39%,-1111%,-2%
34,105,297,MRM,MRM,MMA OFFSHORE LIMITED, 160 ,Transportation,53%,0.9,7.7,85.6,0.7,6%,11%,3%,1%
381,292,408,PIA,PIA,PENGANA INTERNATIONAL EQUITIES LIMITED, 160 ,Miscellaneous,-30%,51.9,,51.8,0.9,-18%,-19%,4%,0%
470,14,447,CVN,CVN,CARNARVON ENERGY LIMITED, 159 ,Energy Minerals,-58%,,,,0.9,-20%,-21%,,0%
261,119,439,WAX,WAX,WAM RESEARCH LIMITED, 158 ,Miscellaneous,-25%,,,8.8,1.3,-9%,-10%,,-15%
395,33,106,NGI,NGI,NAVIGATOR GLOBAL INVESTMENTS LIMITED, 157 ,Miscellaneous,-45%,1,5,4.1,0.4,7%,10%,76%,22%
91,424,73,PLY,PLY,PLAYSIDE STUDIOS LIMITED, 157 ,Technology Services,12%,7.9,49.2,31.6,5.3,13%,17%,,
424,442,373,SPL,SPL,STARPHARMA HOLDINGS LIMITED, 154 ,Health Technology,-47%,52.1,,,5.1,-23%,-29%,30%,3%
164,132,228,KSL,KSL,KINA SECURITIES LIMITED, 154 ,Finance,-3%,1.8,8.3,13.4,1.1,2%,14%,,
354,38,16,MLX,MLX,METALS X LIMITED, 151 ,Non-Energy Minerals,-29%,1.1,1.3,2.7,0.8,66%,79%,57%,37%
434,9,309,HUM,HUM,HUMM GROUP LIMITED, 151 ,Finance,-47%,0.5,,,0.4,-5%,-27%,84%,10%
483,357,452,ALG,ALG,ARDENT LEISURE GROUP LIMITED, 151 ,Consumer Services,-66%,4.8,,10.8,6.6,-6%,-74%,,-1%
271,85,151,SFC,SFC,SCHAFFER CORPORATION LIMITED, 151 ,Consumer Non-Durables,-17%,1.4,9.2,,1.1,8%,15%,29%,13%
494,22,289,EML,EML,EML PAYMENTS LIMITED, 148 ,Finance,-80%,1,,1.8,0.5,0%,-1%,55%,5%
414,439,424,HE8,HE8,HELIOS ENERGY LTD, 148 ,Energy Minerals,-40%,7187.7,,,4,-9%,-10%,-6993%,-3%
280,95,26,EZL,EZL,EUROZ HARTLEYS GROUP LIMITED, 146 ,Finance,-25%,2,6,,1.2,15%,22%,93%,40%
344,181,92,RHI,RHI,RED HILL IRON LIMITED, 145 ,Non-Energy Minerals,-28%,,1.5,,3.3,320%,378%,,0%
89,89,301,PGC,PGC,PARAGON CARE LIMITED, 145 ,Distribution Services,9%,0.6,19.3,8.2,0.9,2%,4%,16%,9%
458,15,438,AMA,AMA,AMA GROUP LIMITED, 142 ,Consumer Durables,-56%,0.3,,,1.2,-12%,-65%,-1%,-1%
472,7,344,SXL,SXL,SOUTHERN CROSS MEDIA GROUP LIMITED, 142 ,Consumer Services,-59%,0.4,,,0.5,-13%,-28%,31%,15%
57,386,453,LPI,LPI,LITHIUM POWER INTERNATIONAL LIMITED, 142 ,Non-Energy Minerals,28%,,,,4.7,-32%,-32%,,0%
3,449,394,GAL,GAL,GALILEO MINING LTD, 141 ,Non-Energy Minerals,335%,,,,8.3,-5%,-6%,,0%
52,406,118,KPG,KPG,KELLY PARTNERS GROUP HOLDINGS LIMITED, 140 ,Commercial Services,32%,3.4,39.6,22.6,10.6,6%,29%,26%,16%
23,396,436,COB,COB,COBALT BLUE HOLDINGS LIMITED, 139 ,Non-Energy Minerals,55%,,,,4.8,-12%,-14%,,0%
357,12,471,WQG,WQG,WCM GLOBAL GROWTH LIMITED, 137 ,Miscellaneous,-29%,,,,0.9,-17%,-19%,,-28%
143,411,262,GDG,GDG,GENERATION DEVELOPMENT GROUP LIMITED, 136 ,Finance,-16%,2.3,110.6,180.2,3.7,0%,4%,91%,4%
224,271,253,QVE,QVE,QV EQUITIES LIMITED, 135 ,Miscellaneous,-11%,22.1,35.4,,0.9,2%,2%,77%,3%
408,47,418,TBN,TBN,TAMBORAN RESOURCES LIMITED, 135 ,Energy Minerals,-39%,,,,1.3,-9%,-9%,,0%
300,362,427,SVL,SVL,SILVER MINES LIMITED, 134 ,Non-Energy Minerals,-25%,1271.5,,,1.9,-11%,-11%,-811%,-1%
275,175,389,PNR,PNR,PANTORO LIMITED, 134 ,Non-Energy Minerals,-36%,3.4,,,1.4,-4%,-6%,-1%,-1%
76,484,482,CKA,CKA,COKAL LIMITED, 133 ,Energy Minerals,25%,45.5,,,44.4,-25%,-228%,,-1%
32,243,420,GT1,GT1,GREEN TECHNOLOGY METALS LIMITED, 133 ,Non-Energy Minerals,77%,,,,2.6,-12%,-12%,,0%
459,3,402,RSG,RSG,RESOLUTE MINING LIMITED, 132 ,Non-Energy Minerals,-57%,0.3,,,0.3,-15%,-29%,7%,3%
39,92,55,HZN,HZN,HORIZON OIL LIMITED, 131 ,Energy Minerals,34%,1.3,6.1,3.4,1.4,13%,23%,46%,28%
365,466,487,ACW,ACW,ACTINOGEN MEDICAL LIMITED, 130 ,Health Technology,0%,,,,10.3,-46%,-49%,,-2%
129,210,154,WMA,WMA,WAM ALTERNATIVE ASSETS LIMITED, 130 ,Miscellaneous,2%,7.7,11.5,15,0.9,6%,8%,91%,8%
325,484,498,NTU,NTU,NORTHERN MINERALS LIMITED, 129 ,Non-Energy Minerals,-16%,51,,,35.7,-96%,-141%,,
456,402,473,PYC,PYC,PYC THERAPEUTICS LIMITED, 128 ,Health Technology,-56%,,,,5,-27%,-30%,,-2%
28,296,144,PTB,PTB,PTB GROUP LIMITED, 128 ,Transportation,76%,1.6,14.8,457.3,1.9,9%,14%,23%,18%
471,80,456,CAT,CAT,CATAPULT GROUP INTERNATIONAL LTD, 128 ,Electronic Technology,-56%,1.7,,,1.3,-21%,-33%,-21%,-9%
409,498,499,MAU,MAU,MAGNETIC RESOURCES NL, 128 ,Non-Energy Minerals,-43%,849.3,,,94.6,-153%,-165%,,
194,21,188,SHJ,SHJ,SHINE JUSTICE LTD, 126 ,Consumer Services,-13%,1,6.6,,0.7,5%,12%,,
451,228,337,PSQ,PSQ,PACIFIC SMILES GROUP LIMITED, 126 ,Health Services,-57%,1.5,,,3.5,-3%,-8%,15%,11%
38,140,114,ANG,ANG,AUSTIN ENGINEERING LIMITED, 125 ,Producer Manufacturing,45%,1,12.5,,1.9,11%,21%,20%,19%
277,374,122,CLV,CLV,CLOVER CORPORATION LIMITED, 124 ,Health Technology,-21%,2.8,27.9,53.9,3.2,8%,12%,31%,24%
14,470,439,LRS,LRS,LATIN RESOURCES LIMITED, 124 ,Process Industries,133%,,,,10.9,-18%,-20%,,0%
152,302,276,GVF,GVF,GLOBAL VALUE FUND LIMITED, 124 ,Miscellaneous,-4%,15.9,35.5,15.5,1,2%,3%,45%,3%
238,265,258,ENN,ENN,ELANOR INVESTORS GROUP, 123 ,Consumer Services,-21%,2.2,239.1,,1.2,0%,1%,68%,10%
1,492,444,LIN,LIN,LINDIAN RESOURCES LIMITED, 123 ,Non-Energy Minerals,603%,,,,28.5,-19%,-21%,,0%
92,345,218,D2O,D2O,DUXTON WATER LIMITED, 123 ,Miscellaneous,11%,10,18.7,132.6,1.4,4%,8%,73%,2%
259,336,18,FID,FID,FIDUCIAN GROUP LIMITED, 123 ,Finance,-27%,2.8,14.7,26,4.1,20%,30%,68%,63%
498,50,267,NXL,NXL,NUIX LIMITED, 121 ,Technology Services,-80%,1.3,,8.7,0.7,-6%,-8%,65%,23%
54,365,495,AZL,AZL,ARIZONA LITHIUM LIMITED, 120 ,Non-Energy Minerals,23%,,,,4.1,-43%,-45%,,
45,478,489,SRL,SRL,SUNRISE ENERGY METALS LIMITED, 119 ,Producer Manufacturing,5%,,2377.8,,7.9,-35%,-65%,,-2%
444,426,472,AXE,AXE,ARCHER MATERIALS LIMITED, 119 ,Non-Energy Minerals,-51%,,,,6.5,-56%,-58%,,0%
490,90,488,KED,KED,KEYPATH EDUCATION INTERNATIONAL INC., 118 ,Technology Services,-71%,1.2,,,1.8,-25%,-33%,,
68,65,50,SFX,SFX,SHEFFIELD RESOURCES LIMITED, 118 ,Non-Energy Minerals,61%,,7.1,,1.2,18%,18%,,
309,495,500,IOD,IOD,IODM LIMITED, 117 ,Non-Energy Minerals,-10%,229.6,,,233.6,-167%,-388%,,
425,220,417,VML,VML,VITAL METALS LIMITED, 117 ,Non-Energy Minerals,-46%,,,,2.3,-7%,-8%,,-1%
283,17,232,BTI,BTI,BAILADOR TECHNOLOGY INVESTMENTS LIMITED, 117 ,Miscellaneous,-23%,,5.4,,0.8,13%,16%,,-8%
313,68,343,REP,REP,RAM ESSENTIAL SERVICES PROPERTY FUND, 116 ,Finance,-31%,5,4.3,,0.6,,,14%,1%
392,114,72,TIG,TIG,TIGERS REALM COAL LIMITED, 115 ,Energy Minerals,-52%,1.9,6.3,,1.4,17%,21%,44%,18%
388,67,135,CEL,CEL,CHALLENGER EXPLORATION LIMITED, 115 ,Energy Minerals,-38%,,6.7,,1.2,22%,24%,,0%
294,113,337,HLA,HLA,HEALTHIA LIMITED, 115 ,Health Services,-32%,0.8,,18.6,1.3,-1%,-3%,16%,8%
469,413,466,4DX,4DX,4DMEDICAL LIMITED, 115 ,Technology Services,-54%,170.4,,,3,-30%,-34%,-1938%,-27%
318,98,302,FRI,FRI,FINBAR GROUP LIMITED, 115 ,Finance,-22%,2,17.1,,0.8,3%,5%,18%,5%
389,241,352,RWL,RWL,RUBICON WATER LIMITED, 114 ,Producer Manufacturing,-40%,2.7,,,2.4,0%,-1%,9%,5%
36,203,468,LRD,LRD,LORD RESOURCES LIMITED, 113 ,Non-Energy Minerals,41%,,,,2.2,-49%,-57%,,0%
173,149,163,SLH,SLH,SILK LOGISTICS HOLDINGS LIMITED, 112 ,Transportation,-2%,0.4,13.1,4.9,2.6,4%,24%,25%,14%
131,338,388,WGO,WGO,WARREGO ENERGY LIMITED, 112 ,Energy Minerals,4%,113.9,,,1.8,-5%,-6%,-5%,0%
148,208,123,PBP,PBP,PROBIOTEC LIMITED, 111 ,Health Technology,-1%,0.9,12.6,16.9,2.2,6%,19%,30%,23%
122,223,211,BRL,BRL,BATHURST RESOURCES LIMITED., 111 ,Energy Minerals,6%,4.5,5.9,49.6,1,17%,19%,7%,1%
35,295,69,ATA,ATA,ATTURRA LIMITED, 110 ,Commercial Services,80%,1.3,24.3,14.6,4.2,8%,27%,34%,39%
340,77,35,IMA,IMA,IMAGE RESOURCES NL, 110 ,Non-Energy Minerals,-16%,1,5.1,4.4,1.5,22%,33%,42%,30%
246,197,166,GNP,GNP,GENUSPLUS GROUP LTD, 109 ,Industrial Services,-11%,0.4,12,54.2,1.9,7%,18%,11%,21%
114,70,258,SXE,SXE,SOUTHERN CROSS ELECTRICAL ENGINEERING LTD, 109 ,Industrial Services,-6%,0.3,11.2,10.9,1,5%,9%,8%,12%
311,354,395,AGE,AGE,ALLIGATOR ENERGY LIMITED, 108 ,Non-Energy Minerals,-38%,,,,3.9,-8%,-8%,,0%
67,294,423,COI,COI,COMET RIDGE LIMITED, 108 ,Energy Minerals,31%,,,,3,-9%,-18%,,0%
481,347,364,ALC,ALC,ALCIDION GROUP LIMITED, 108 ,Technology Services,-62%,4.5,,187,1.8,-5%,-6%,10%,3%
228,334,490,CCR,CCR,CREDIT CLEAR LIMITED, 107 ,Commercial Services,-13%,5.9,,,2.8,-25%,-33%,,
482,62,476,DCN,DCN,DACIAN GOLD LIMITED, 107 ,Non-Energy Minerals,-42%,0.7,,2.9,1.4,-73%,-103%,-26%,-32%
99,77,126,BRI,BRI,BIG RIVER INDUSTRIES LIMITED, 107 ,Non-Energy Minerals,5%,0.4,8.3,7.2,1.6,9%,21%,14%,22%
234,268,446,RDT,RDT,RED DIRT METALS LIMITED, 107 ,Non-Energy Minerals,-29%,,,,2.7,-18%,-20%,,0%
380,175,329,TBR,TBR,TRIBUNE RESOURCES LIMITED, 106 ,Non-Energy Minerals,-39%,1.4,97.3,13.3,0.7,1%,1%,16%,6%
266,171,342,ATL,ATL,APOLLO TOURISM & LEISURE LTD, 106 ,Consumer Durables,35%,0.6,,,4.8,-1%,-13%,16%,11%
